matchId,tier,rank
NA1_5345277314,EMERALD,II
NA1_5345213579,EMERALD,II
NA1_5345187602,EMERALD,II
NA1_5345149685,EMERALD,II
NA1_5345115789,EMERALD,II
NA1_5345061644,EMERALD,II
NA1_5345004784,EMERALD,II
NA1_5344465575,EMERALD,II
NA1_5344443629,EMERALD,II
NA1_5344402831,EMERALD,II
NA1_5344365681,EMERALD,II
NA1_5344316626,EMERALD,II
NA1_5344182057,EMERALD,II
NA1_5344154002,EMERALD,II
NA1_5344130549,EMERALD,II
NA1_5344104966,EMERALD,II
NA1_5344078253,EMERALD,II
NA1_5344058257,EMERALD,II
NA1_5344051547,EMERALD,II
NA1_5344006380,EMERALD,II
NA1_5343805764,EMERALD,II
NA1_5343788087,EMERALD,II
NA1_5343773556,EMERALD,II
NA1_5343753490,EMERALD,II
NA1_5343728464,EMERALD,II
NA1_5343701432,EMERALD,II
NA1_5343674385,EMERALD,II
NA1_5343352741,EMERALD,II
NA1_5343329571,EMERALD,II
NA1_5343305754,EMERALD,II
NA1_5343277928,EMERALD,II
NA1_5342552618,EMERALD,II
NA1_5342531152,EMERALD,II
NA1_5342506591,EMERALD,II
NA1_5342448777,EMERALD,II
NA1_5342435866,EMERALD,II
NA1_5342412612,EMERALD,II
NA1_5341346901,EMERALD,II
NA1_5341306393,EMERALD,II
NA1_5340740170,EMERALD,II
NA1_5340734284,EMERALD,II
NA1_5340707617,EMERALD,II
NA1_5340664591,EMERALD,II
NA1_5336241172,EMERALD,II
NA1_5336209969,EMERALD,II
NA1_5336179452,EMERALD,II
NA1_5335729712,EMERALD,II
NA1_5351520921,EMERALD,II
NA1_5348497303,EMERALD,II
NA1_5326202060,EMERALD,II
NA1_5326178264,EMERALD,II
NA1_5350550328,EMERALD,III
NA1_5350544512,EMERALD,II
NA1_5343931303,EMERALD,IV
NA1_5333524070,EMERALD,II
NA1_5333504121,EMERALD,II
NA1_5350493641,EMERALD,II
NA1_5350463607,EMERALD,II
NA1_5350443380,EMERALD,II
NA1_5349756606,EMERALD,II
NA1_5349742772,EMERALD,II
NA1_5349718805,EMERALD,II
NA1_5349689004,EMERALD,II
NA1_5349651199,EMERALD,II
NA1_5348203639,EMERALD,II
NA1_5347431227,EMERALD,II
NA1_5347409786,EMERALD,II
NA1_5347380127,EMERALD,II
NA1_5346769720,EMERALD,II
NA1_5346762218,EMERALD,II
NA1_5346742140,EMERALD,II
NA1_5346712140,EMERALD,II
NA1_5345379401,EMERALD,II
NA1_5345367084,EMERALD,II
NA1_5345350173,EMERALD,II
NA1_5345331210,EMERALD,II
NA1_5345259313,EMERALD,II
NA1_5344679200,EMERALD,II
NA1_5344670656,EMERALD,II
NA1_5344664668,EMERALD,II
NA1_5344662070,EMERALD,II
NA1_5344653673,EMERALD,II
NA1_5344645215,EMERALD,II
NA1_5344635989,EMERALD,II
NA1_5344618718,EMERALD,II
NA1_5344606506,EMERALD,II
NA1_5344587448,EMERALD,II
NA1_5344557890,EMERALD,II
NA1_5344534193,EMERALD,II
NA1_5344498167,EMERALD,II
NA1_5344469294,EMERALD,II
NA1_5344373986,EMERALD,II
NA1_5344366863,EMERALD,II
NA1_5344330936,EMERALD,II
NA1_5344279723,EMERALD,II
NA1_5344251597,EMERALD,II
NA1_5344211902,EMERALD,II
NA1_5343075115,EMERALD,II
NA1_5343059723,EMERALD,II
NA1_5343049447,EMERALD,II
NA1_5343033161,EMERALD,II
NA1_5343011039,EMERALD,II
NA1_5342986563,EMERALD,II
NA1_5342963593,EMERALD,II
NA1_5342938994,EMERALD,II
NA1_5342903174,MASTER,I
NA1_5342867808,EMERALD,II
NA1_5342827625,EMERALD,II
NA1_5342296522,EMERALD,II
NA1_5342280095,EMERALD,II
NA1_5342265163,EMERALD,II
NA1_5342223363,EMERALD,II
NA1_5342219198,EMERALD,II
NA1_5342198962,EMERALD,II
NA1_5342164604,EMERALD,II
NA1_5342140888,EMERALD,II
NA1_5342019563,EMERALD,II
NA1_5341988405,DIAMOND,III
NA1_5341951670,EMERALD,II
NA1_5341605327,EMERALD,II
NA1_5341600196,EMERALD,II
NA1_5341586690,EMERALD,II
NA1_5341580508,MASTER,I
NA1_5341574531,EMERALD,II
NA1_5341565173,EMERALD,II
NA1_5341551359,EMERALD,II
NA1_5341530030,EMERALD,II
NA1_5341506597,EMERALD,II
NA1_5338333895,EMERALD,II
NA1_5338306850,MASTER,I
NA1_5338270015,EMERALD,II
NA1_5338112690,EMERALD,II
NA1_5336625137,EMERALD,II
NA1_5336596766,EMERALD,II
NA1_5336554308,EMERALD,II
NA1_5336518398,EMERALD,II
NA1_5336476647,EMERALD,II
NA1_5336440982,EMERALD,II
NA1_5336396626,EMERALD,II
NA1_5336385407,EMERALD,II
NA1_5336350400,EMERALD,II
NA1_5336296447,EMERALD,II
NA1_5332980266,EMERALD,II
NA1_5332918013,EMERALD,II
NA1_5332888191,EMERALD,II
NA1_5331926102,EMERALD,II
NA1_5331904356,EMERALD,II
NA1_5331319089,EMERALD,II
NA1_5329368986,DIAMOND,I
NA1_5329348551,EMERALD,II
NA1_5328173154,EMERALD,II
NA1_5328140636,EMERALD,II
NA1_5328105317,EMERALD,II
NA1_5328002177,EMERALD,II
NA1_5327531116,EMERALD,II
NA1_5345689394,EMERALD,II
NA1_5329847093,EMERALD,II
NA1_5329830223,EMERALD,II
NA1_5326494795,EMERALD,II
NA1_5326484372,EMERALD,II
NA1_5351590280,EMERALD,II
NA1_5351566876,EMERALD,II
NA1_5351529563,EMERALD,II
NA1_5351505157,EMERALD,II
NA1_5350222068,EMERALD,II
NA1_5350181647,EMERALD,II
NA1_5347333699,EMERALD,II
NA1_5347302725,EMERALD,II
NA1_5347265793,EMERALD,II
NA1_5347234923,EMERALD,II
NA1_5347201393,EMERALD,II
NA1_5347181809,EMERALD,II
NA1_5347025450,EMERALD,II
NA1_5337788929,EMERALD,II
NA1_5336915329,EMERALD,II
NA1_5336874203,EMERALD,II
NA1_5335555362,EMERALD,II
NA1_5335519939,EMERALD,II
NA1_5335458320,EMERALD,II
NA1_5335427518,DIAMOND,II
NA1_5345953539,EMERALD,II
NA1_5335838056,EMERALD,II
NA1_5335816255,EMERALD,II
NA1_5351115690,EMERALD,II
NA1_5351095761,EMERALD,II
NA1_5351065264,EMERALD,II
NA1_5351060956,EMERALD,II
NA1_5350486094,EMERALD,II
NA1_5350472632,EMERALD,III
NA1_5350456534,EMERALD,II
NA1_5350445039,EMERALD,II
NA1_5350367680,EMERALD,II
NA1_5349124354,EMERALD,III
NA1_5348940582,EMERALD,II
NA1_5348916187,EMERALD,II
NA1_5348871126,EMERALD,II
NA1_5347517702,EMERALD,II
NA1_5347511416,EMERALD,II
NA1_5347503073,EMERALD,II
NA1_5347495783,EMERALD,II
NA1_5347475426,EMERALD,II
NA1_5347454456,EMERALD,II
NA1_5347348547,EMERALD,II
NA1_5346784069,EMERALD,II
NA1_5346768043,EMERALD,II
NA1_5346665511,EMERALD,II
NA1_5346633316,EMERALD,II
NA1_5346594518,EMERALD,II
NA1_5346073623,EMERALD,II
NA1_5346059439,EMERALD,II
NA1_5346042287,EMERALD,II
NA1_5346016691,EMERALD,II
NA1_5345358775,EMERALD,II
NA1_5345345010,EMERALD,II
NA1_5345330003,EMERALD,II
NA1_5345300286,EMERALD,II
NA1_5345261000,EMERALD,II
NA1_5345231654,EMERALD,II
NA1_5345202222,EMERALD,II
NA1_5344634657,EMERALD,II
NA1_5344625591,EMERALD,II
NA1_5344613049,EMERALD,II
NA1_5344599749,EMERALD,II
NA1_5344578059,EMERALD,II
NA1_5344550974,EMERALD,II
NA1_5344526461,EMERALD,II
NA1_5344502387,EMERALD,II
NA1_5344455774,EMERALD,II
NA1_5341290567,EMERALD,II
NA1_5340729025,EMERALD,II
NA1_5340639997,EMERALD,II
NA1_5340497986,EMERALD,II
NA1_5340456650,EMERALD,II
NA1_5340440720,EMERALD,II
NA1_5339805943,EMERALD,II
NA1_5339768213,EMERALD,II
NA1_5339020723,EMERALD,II
NA1_5338996908,EMERALD,II
NA1_5338952064,EMERALD,II
NA1_5338889413,EMERALD,II
NA1_5338880279,EMERALD,II
NA1_5338854621,EMERALD,II
NA1_5338829735,EMERALD,II
NA1_5338791659,EMERALD,II
NA1_5338760840,EMERALD,II
NA1_5338726660,EMERALD,II
NA1_5338701711,EMERALD,II
NA1_5338488654,EMERALD,II
NA1_5338371903,EMERALD,II
NA1_5338364043,EMERALD,II
NA1_5338352957,EMERALD,II
NA1_5338336188,EMERALD,II
NA1_5338312409,EMERALD,II
NA1_5338168586,EMERALD,II
NA1_5338138902,EMERALD,II
NA1_5338114484,EMERALD,II
NA1_5337922699,EMERALD,II
NA1_5337899925,EMERALD,II
NA1_5337406197,EMERALD,II
NA1_5337366147,EMERALD,II
NA1_5337329373,EMERALD,II
NA1_5337303151,EMERALD,II
NA1_5337267156,EMERALD,II
NA1_5337137434,EMERALD,II
NA1_5336658040,EMERALD,II
NA1_5336639049,EMERALD,II
NA1_5336609786,EMERALD,II
NA1_5336576704,EMERALD,II
NA1_5336484974,EMERALD,II
NA1_5335825138,EMERALD,II
NA1_5335803978,EMERALD,II
NA1_5335781396,EMERALD,II
NA1_5335756484,EMERALD,II
NA1_5335728515,EMERALD,II
NA1_5335698161,EMERALD,II
NA1_5335658502,EMERALD,II
NA1_5334990980,EMERALD,II
NA1_5334978789,EMERALD,II
NA1_5334951553,EMERALD,II
NA1_5334920682,EMERALD,II
NA1_5334460241,EMERALD,II
NA1_5330448504,EMERALD,II
NA1_5329240485,EMERALD,II
NA1_5329223026,DIAMOND,III
NA1_5334091608,EMERALD,II
NA1_5333463812,EMERALD,II
NA1_5333218191,EMERALD,II
NA1_5332696728,EMERALD,II
NA1_5332689373,EMERALD,II
NA1_5332448923,EMERALD,II
NA1_5332419836,EMERALD,II
NA1_5332369830,EMERALD,II
NA1_5329070500,EMERALD,II
NA1_5328538844,EMERALD,II
NA1_5328515412,EMERALD,II
NA1_5328473459,EMERALD,II
NA1_5328457283,EMERALD,II
NA1_5328442514,EMERALD,IV
NA1_5328432628,EMERALD,II
NA1_5328417300,EMERALD,II
NA1_5328409336,EMERALD,II
NA1_5327989680,EMERALD,II
NA1_5327970425,EMERALD,II
NA1_5351462854,EMERALD,II
NA1_5351439165,EMERALD,II
NA1_5351421361,EMERALD,II
NA1_5351406167,EMERALD,II
NA1_5349792739,EMERALD,II
NA1_5349781961,EMERALD,II
NA1_5349766722,EMERALD,II
NA1_5349757611,EMERALD,II
NA1_5349736280,EMERALD,II
NA1_5349717708,EMERALD,II
NA1_5349643550,EMERALD,II
NA1_5349609064,EMERALD,II
NA1_5349564951,EMERALD,II
NA1_5348894612,EMERALD,II
NA1_5348856654,EMERALD,II
NA1_5348466772,EMERALD,II
NA1_5345252201,EMERALD,II
NA1_5343809878,EMERALD,II
NA1_5343787583,EMERALD,II
NA1_5350115785,EMERALD,II
NA1_5347876967,EMERALD,II
NA1_5347242012,EMERALD,II
NA1_5346485423,EMERALD,II
NA1_5346458025,EMERALD,II
NA1_5346424262,EMERALD,II
NA1_5346386253,EMERALD,II
NA1_5345903619,EMERALD,II
NA1_5345886130,EMERALD,II
NA1_5345850651,EMERALD,II
NA1_5343571043,EMERALD,II
NA1_5343534561,EMERALD,II
NA1_5343475565,EMERALD,II
NA1_5343449903,EMERALD,II
NA1_5342832403,EMERALD,II
NA1_5342801928,EMERALD,II
NA1_5342760449,EMERALD,II
NA1_5341996734,EMERALD,II
NA1_5341923375,EMERALD,II
NA1_5341307866,EMERALD,II
NA1_5341269432,EMERALD,II
NA1_5339774141,EMERALD,II
NA1_5339720665,EMERALD,II
NA1_5338828042,EMERALD,II
NA1_5338784493,EMERALD,II
NA1_5338752238,EMERALD,II
NA1_5337284341,EMERALD,II
NA1_5337247879,EMERALD,II
NA1_5336222603,EMERALD,II
NA1_5335423410,EMERALD,II
NA1_5335386289,EMERALD,II
NA1_5335362472,EMERALD,II
NA1_5334732025,EMERALD,II
NA1_5334188097,EMERALD,II
NA1_5333734566,EMERALD,II
NA1_5333556410,EMERALD,II
NA1_5332393006,EMERALD,II
NA1_5332370949,EMERALD,II
NA1_5331768556,EMERALD,II
NA1_5331747949,EMERALD,II
NA1_5331190222,EMERALD,II
NA1_5331170764,EMERALD,II
NA1_5331133591,EMERALD,II
NA1_5330563685,EMERALD,II
NA1_5329970350,EMERALD,II
NA1_5329429022,EMERALD,II
NA1_5329399777,EMERALD,II
NA1_5329343811,EMERALD,II
NA1_5328000752,EMERALD,II
NA1_5327364647,EMERALD,II
NA1_5327337117,EMERALD,II
NA1_5327313884,EMERALD,II
NA1_5326716650,EMERALD,II
NA1_5347360043,EMERALD,II
NA1_5345609285,DIAMOND,IV
NA1_5345603193,EMERALD,II
NA1_5344447285,DIAMOND,III
NA1_5344417409,EMERALD,II
NA1_5342760277,EMERALD,II
NA1_5342461193,DIAMOND,III
NA1_5342022072,EMERALD,II
NA1_5341989539,DIAMOND,IV
NA1_5341866579,EMERALD,II
NA1_5341722352,EMERALD,II
NA1_5341716855,EMERALD,II
NA1_5341697505,EMERALD,II
NA1_5341538121,EMERALD,II
NA1_5341526913,EMERALD,II
NA1_5341508023,EMERALD,II
NA1_5341486827,EMERALD,II
NA1_5341460246,EMERALD,II
NA1_5340926346,EMERALD,II
NA1_5340006840,EMERALD,II
NA1_5339989029,EMERALD,II
NA1_5339966148,EMERALD,II
NA1_5339939337,EMERALD,II
NA1_5339913191,EMERALD,II
NA1_5339872666,EMERALD,II
NA1_5339712620,EMERALD,II
NA1_5339645796,EMERALD,II
NA1_5339065065,EMERALD,II
NA1_5337146404,EMERALD,II
NA1_5335599919,EMERALD,II
NA1_5335549439,EMERALD,II
NA1_5332583497,EMERALD,II
NA1_5332559289,EMERALD,II
NA1_5332536044,EMERALD,II
NA1_5332505701,EMERALD,II
NA1_5332487150,EMERALD,II
NA1_5332264930,EMERALD,II
NA1_5332235477,EMERALD,II
NA1_5332048680,EMERALD,II
NA1_5332046656,EMERALD,II
NA1_5332041224,EMERALD,II
NA1_5332034131,EMERALD,II
NA1_5332016478,EMERALD,II
NA1_5331359560,EMERALD,II
NA1_5326236877,EMERALD,II
NA1_5326194430,EMERALD,II
NA1_5326159583,EMERALD,II
NA1_5326161276,EMERALD,II
NA1_5326137518,EMERALD,II
NA1_5349276507,EMERALD,II
NA1_5333977225,EMERALD,II
NA1_5329073944,EMERALD,II
NA1_5329067181,EMERALD,II
NA1_5328457134,EMERALD,II
NA1_5328446397,EMERALD,II
NA1_5327867116,EMERALD,II
NA1_5327836140,EMERALD,II
NA1_5327809697,EMERALD,II
NA1_5327163106,EMERALD,II
NA1_5327143193,EMERALD,II
NA1_5326610556,EMERALD,II
NA1_5326584729,EMERALD,II
NA1_5326551105,EMERALD,II
NA1_5326463251,EMERALD,II
NA1_5326459980,DIAMOND,II
NA1_5326102542,EMERALD,II
NA1_5326077345,EMERALD,II
NA1_5334087875,EMERALD,II
NA1_5334079840,EMERALD,II
NA1_5328568722,EMERALD,II
NA1_5328546839,DIAMOND,III
NA1_5328530376,EMERALD,II
NA1_5349982782,EMERALD,II
NA1_5349584803,EMERALD,II
NA1_5349538364,EMERALD,II
NA1_5349517288,EMERALD,II
NA1_5349482179,EMERALD,II
NA1_5349442193,EMERALD,II
NA1_5349415413,EMERALD,II
NA1_5349103592,EMERALD,II
NA1_5349085456,EMERALD,II
NA1_5347710452,EMERALD,II
NA1_5347692748,EMERALD,II
NA1_5344831930,EMERALD,II
NA1_5344386385,EMERALD,II
NA1_5344319488,EMERALD,II
NA1_5343506284,EMERALD,II
NA1_5342060748,EMERALD,II
NA1_5342032508,EMERALD,II
NA1_5341748182,EMERALD,II
NA1_5341369255,EMERALD,II
NA1_5341326255,EMERALD,II
NA1_5341295355,EMERALD,II
NA1_5341270804,EMERALD,II
NA1_5340550497,EMERALD,II
NA1_5340521232,EMERALD,II
NA1_5340489140,EMERALD,II
NA1_5340290055,EMERALD,II
NA1_5340262588,EMERALD,II
NA1_5340255947,EMERALD,II
NA1_5339701658,EMERALD,II
NA1_5339668797,EMERALD,II
NA1_5335267745,EMERALD,II
NA1_5335234508,EMERALD,II
NA1_5334634237,EMERALD,II
NA1_5334609670,EMERALD,II
NA1_5334590713,EMERALD,III
NA1_5351445796,EMERALD,II
NA1_5351337277,DIAMOND,IV
NA1_5351318233,DIAMOND,IV
NA1_5351303169,EMERALD,II
NA1_5351289448,EMERALD,II
NA1_5350695170,EMERALD,II
NA1_5350675604,EMERALD,II
NA1_5350122522,EMERALD,II
NA1_5350097418,EMERALD,II
NA1_5350087374,EMERALD,II
NA1_5350065084,DIAMOND,IV
NA1_5350012247,EMERALD,II
NA1_5349991358,EMERALD,II
NA1_5349963663,EMERALD,II
NA1_5349948099,EMERALD,II
NA1_5349935814,EMERALD,II
NA1_5349925404,EMERALD,II
NA1_5349912246,EMERALD,II
NA1_5349844819,EMERALD,II
NA1_5349835018,EMERALD,II
NA1_5349419247,EMERALD,II
NA1_5346510391,EMERALD,II
NA1_5346476892,EMERALD,II
NA1_5346439390,EMERALD,II
NA1_5346177040,EMERALD,II
NA1_5346167023,EMERALD,II
NA1_5346155607,EMERALD,II
NA1_5344860138,EMERALD,II
NA1_5335466180,EMERALD,II
NA1_5335222350,EMERALD,II
NA1_5335206461,EMERALD,II
NA1_5335189066,EMERALD,III
NA1_5332773033,EMERALD,II
NA1_5332753899,EMERALD,II
NA1_5332741193,EMERALD,II
NA1_5332289506,EMERALD,II
NA1_5332264288,EMERALD,II
NA1_5332246155,EMERALD,II
NA1_5330471064,EMERALD,II
NA1_5330453341,EMERALD,II
NA1_5330438827,EMERALD,II
NA1_5330422405,EMERALD,II
NA1_5330410126,EMERALD,II
NA1_5329188106,EMERALD,II
NA1_5329160129,EMERALD,II
NA1_5328590964,EMERALD,II
NA1_5328571633,EMERALD,II
NA1_5328544023,EMERALD,II
NA1_5344628407,EMERALD,II
NA1_5344616999,EMERALD,II
NA1_5343052217,EMERALD,II
NA1_5343041780,EMERALD,II
NA1_5342323907,EMERALD,II
NA1_5342313317,EMERALD,II
NA1_5340811660,EMERALD,II
NA1_5340803135,EMERALD,II
NA1_5340016023,EMERALD,II
NA1_5339998808,EMERALD,II
NA1_5335863345,EMERALD,II
NA1_5335850056,EMERALD,II
NA1_5335039918,EMERALD,II
NA1_5335033654,EMERALD,II
NA1_5335026996,EMERALD,II
NA1_5332649323,EMERALD,II
NA1_5331464094,EMERALD,II
NA1_5331453921,EMERALD,II
NA1_5330902851,EMERALD,II
NA1_5334078573,EMERALD,II
NA1_5329628632,EMERALD,II
NA1_5326537081,EMERALD,II
NA1_5326253886,EMERALD,II
NA1_5348978895,EMERALD,II
NA1_5348957759,EMERALD,II
NA1_5348935323,EMERALD,II
NA1_5332439257,EMERALD,II
NA1_5331909336,EMERALD,II
NA1_5331845820,DIAMOND,IV
NA1_5327445005,EMERALD,II
NA1_5327413176,EMERALD,II
NA1_5327394915,EMERALD,II
NA1_5350181387,EMERALD,II
NA1_5349381086,EMERALD,III
NA1_5347206171,EMERALD,II
NA1_5347176836,EMERALD,II
NA1_5346511542,EMERALD,II
NA1_5346483566,EMERALD,II
NA1_5346450371,EMERALD,II
NA1_5338946848,EMERALD,II
NA1_5337318765,EMERALD,II
NA1_5337277229,EMERALD,II
NA1_5337233899,EMERALD,II
NA1_5337202029,EMERALD,II
NA1_5337166229,EMERALD,II
NA1_5333062687,EMERALD,II
NA1_5333048030,EMERALD,II
NA1_5333030186,EMERALD,II
NA1_5333009070,EMERALD,II
NA1_5332992946,EMERALD,II
NA1_5332458493,EMERALD,II
NA1_5332421701,EMERALD,II
NA1_5332399967,EMERALD,II
NA1_5332367687,DIAMOND,IV
NA1_5329505386,EMERALD,II
NA1_5329467537,EMERALD,II
NA1_5329442186,EMERALD,II
NA1_5328851811,EMERALD,II
NA1_5328821918,EMERALD,II
NA1_5327489729,EMERALD,II
NA1_5327464282,EMERALD,II
NA1_5327437208,EMERALD,II
NA1_5344311264,EMERALD,II
NA1_5344263752,EMERALD,II
NA1_5344102623,EMERALD,II
NA1_5344081051,EMERALD,II
NA1_5344062998,EMERALD,II
NA1_5344037602,EMERALD,II
NA1_5344032496,EMERALD,II
NA1_5344010172,EMERALD,II
NA1_5343974625,EMERALD,II
NA1_5343959991,EMERALD,II
NA1_5343953547,EMERALD,II
NA1_5343939961,EMERALD,II
NA1_5333613912,EMERALD,II
NA1_5333579077,EMERALD,II
NA1_5333559071,EMERALD,II
NA1_5333465360,EMERALD,II
NA1_5333448184,EMERALD,II
NA1_5333429726,EMERALD,II
NA1_5333374697,EMERALD,II
NA1_5333360461,EMERALD,II
NA1_5333343679,EMERALD,III
NA1_5333335788,EMERALD,II
NA1_5333328809,EMERALD,II
NA1_5333017786,EMERALD,II
NA1_5333009279,EMERALD,II
NA1_5332986479,EMERALD,II
NA1_5332964598,EMERALD,II
NA1_5332944297,EMERALD,II
NA1_5332924432,EMERALD,II
NA1_5332888647,EMERALD,IV
NA1_5332864340,EMERALD,II
NA1_5329480130,EMERALD,II
NA1_5329434234,EMERALD,II
NA1_5329401474,EMERALD,II
NA1_5329370613,EMERALD,II
NA1_5329260413,EMERALD,II
NA1_5329243379,EMERALD,II
NA1_5329214910,EMERALD,II
NA1_5329191371,EMERALD,II
NA1_5329170053,EMERALD,II
NA1_5329154106,EMERALD,III
NA1_5328759008,EMERALD,II
NA1_5328731948,EMERALD,II
NA1_5328704036,EMERALD,II
NA1_5328673842,EMERALD,II
NA1_5328609244,EMERALD,II
NA1_5328588528,EMERALD,II
NA1_5328499240,EMERALD,II
NA1_5328486490,EMERALD,II
NA1_5328467618,EMERALD,II
NA1_5328458544,EMERALD,II
NA1_5342958803,EMERALD,II
NA1_5339805112,EMERALD,II
NA1_5335237255,EMERALD,II
NA1_5335176866,EMERALD,II
NA1_5335161837,EMERALD,II
NA1_5335048246,EMERALD,II
NA1_5335041288,EMERALD,II
NA1_5335029834,EMERALD,II
NA1_5335015180,EMERALD,II
NA1_5335000932,EMERALD,II
NA1_5334939075,DIAMOND,IV
NA1_5334910726,DIAMOND,III
NA1_5334891104,EMERALD,II
NA1_5334856589,EMERALD,II
NA1_5334828194,EMERALD,II
NA1_5334803123,EMERALD,II
NA1_5334417148,EMERALD,II
NA1_5334403753,EMERALD,II
NA1_5333805246,EMERALD,II
NA1_5333784082,EMERALD,II
NA1_5333760858,EMERALD,II
NA1_5333722334,EMERALD,II
NA1_5333689162,EMERALD,II
NA1_5332838055,EMERALD,III
NA1_5332816070,EMERALD,II
NA1_5332551021,EMERALD,II
NA1_5332515608,EMERALD,II
NA1_5332489072,EMERALD,II
NA1_5332461218,EMERALD,II
NA1_5332431233,EMERALD,II
NA1_5332397489,EMERALD,II
NA1_5332197729,DIAMOND,III
NA1_5332184848,EMERALD,II
NA1_5332174308,EMERALD,II
NA1_5332164964,EMERALD,II
NA1_5332075162,EMERALD,II
NA1_5332072221,EMERALD,II
NA1_5331944017,EMERALD,II
NA1_5331913350,EMERALD,II
NA1_5331892846,EMERALD,II
NA1_5331863520,EMERALD,II
NA1_5331837294,EMERALD,II
NA1_5331806293,EMERALD,II
NA1_5331669580,EMERALD,II
NA1_5331655322,EMERALD,II
NA1_5331616733,EMERALD,II
NA1_5331610235,EMERALD,II
NA1_5331592603,EMERALD,II
NA1_5330910256,EMERALD,II
NA1_5330514212,EMERALD,II
NA1_5330471961,EMERALD,II
NA1_5330451564,EMERALD,II
NA1_5330440158,EMERALD,II
NA1_5330424057,EMERALD,II
NA1_5330143255,EMERALD,II
NA1_5329774774,EMERALD,II
NA1_5329101818,EMERALD,II
NA1_5328463098,EMERALD,II
NA1_5328108429,EMERALD,II
NA1_5328074951,EMERALD,II
NA1_5327788483,EMERALD,II
NA1_5327779943,EMERALD,II
NA1_5327629494,EMERALD,II
NA1_5327053158,EMERALD,II
NA1_5327037689,EMERALD,II
NA1_5327024499,EMERALD,II
NA1_5326889767,EMERALD,II
NA1_5326848081,EMERALD,II
NA1_5326816093,EMERALD,II
NA1_5326785291,EMERALD,II
NA1_5326726456,EMERALD,II
NA1_5326658277,EMERALD,II
NA1_5326635167,EMERALD,II
NA1_5351470047,EMERALD,II
NA1_5351447917,EMERALD,II
NA1_5344780404,EMERALD,II
NA1_5344766196,EMERALD,II
NA1_5344063248,EMERALD,II
NA1_5344036687,EMERALD,II
NA1_5341905304,EMERALD,II
NA1_5335248538,EMERALD,II
NA1_5335216927,EMERALD,II
NA1_5335178902,EMERALD,II
NA1_5330519712,EMERALD,II
NA1_5330502793,EMERALD,II
NA1_5329825588,EMERALD,II
NA1_5329746911,EMERALD,II
NA1_5329740278,EMERALD,II
NA1_5328625508,EMERALD,II
NA1_5328602341,EMERALD,II
NA1_5327955512,EMERALD,II
NA1_5327928314,EMERALD,II
NA1_5327851105,EMERALD,II
NA1_5327834185,EMERALD,II
NA1_5327751598,EMERALD,II
NA1_5327269271,EMERALD,II
NA1_5326670976,EMERALD,II
NA1_5326089556,EMERALD,II
NA1_5339783875,EMERALD,III
NA1_5339697816,EMERALD,II
NA1_5339658894,EMERALD,II
NA1_5335205231,EMERALD,II
NA1_5335182298,EMERALD,II
NA1_5335165491,EMERALD,II
NA1_5335156221,EMERALD,II
NA1_5335049147,EMERALD,II
NA1_5335037971,EMERALD,II
NA1_5335021681,EMERALD,II
NA1_5335008389,EMERALD,II
NA1_5334989509,EMERALD,II
NA1_5334969522,EMERALD,II
NA1_5334948892,EMERALD,II
NA1_5334922977,EMERALD,II
NA1_5334888439,EMERALD,II
NA1_5334858564,EMERALD,II
NA1_5334833381,EMERALD,II
NA1_5332306546,EMERALD,II
NA1_5332288919,EMERALD,II
NA1_5332269000,EMERALD,II
NA1_5332249241,EMERALD,II
NA1_5332233226,EMERALD,II
NA1_5332217028,EMERALD,II
NA1_5332198369,EMERALD,II
NA1_5332184410,EMERALD,II
NA1_5332173235,EMERALD,II
NA1_5332164994,EMERALD,II
NA1_5332153317,EMERALD,II
NA1_5332144983,EMERALD,II
NA1_5332134235,EMERALD,II
NA1_5332122723,EMERALD,II
NA1_5332121261,EMERALD,II
NA1_5332113114,EMERALD,II
NA1_5331804688,EMERALD,II
NA1_5331783493,EMERALD,II
NA1_5331760751,EMERALD,II
NA1_5331740044,EMERALD,II
NA1_5331710882,EMERALD,II
NA1_5331694402,EMERALD,II
NA1_5331676644,EMERALD,II
NA1_5331658088,EMERALD,II
NA1_5331646651,EMERALD,II
NA1_5331640785,EMERALD,II
NA1_5331618723,EMERALD,II
NA1_5331608984,EMERALD,II
NA1_5331591884,EMERALD,II
NA1_5331581092,EMERALD,II
NA1_5331567535,EMERALD,II
NA1_5331559828,EMERALD,II
NA1_5331551798,EMERALD,II
NA1_5331538694,EMERALD,II
NA1_5331524995,EMERALD,II
NA1_5331459007,EMERALD,II
NA1_5331449254,EMERALD,II
NA1_5331434986,EMERALD,II
NA1_5331425785,EMERALD,II
NA1_5331413968,EMERALD,II
NA1_5331378932,EMERALD,II
NA1_5331357325,EMERALD,II
NA1_5331005357,EMERALD,II
NA1_5330989344,EMERALD,II
NA1_5330977718,EMERALD,II
NA1_5330964197,EMERALD,II
NA1_5330547884,EMERALD,II
NA1_5330528246,EMERALD,II
NA1_5330503291,EMERALD,II
NA1_5330475747,EMERALD,II
NA1_5330458893,EMERALD,II
NA1_5330433771,EMERALD,II
NA1_5330420073,EMERALD,II
NA1_5330406083,EMERALD,II
NA1_5330393832,EMERALD,II
NA1_5330380062,EMERALD,II
NA1_5330013984,EMERALD,II
NA1_5329983113,EMERALD,II
NA1_5329955636,EMERALD,II
NA1_5329941468,EMERALD,II
NA1_5329876621,EMERALD,II
NA1_5336557000,EMERALD,II
