tier,rank,puuid,leaguePoints,wins,losses,veteran,inactive,freshBlood
PLATINUM,IV,0vJoBGcBergEGVzbAufYn2YtEtGiw8OICQQYDotoTyVd1NmHXX01uP1VCwCmJY8BWfQ_YFnWwJup4w,12,67,54,False,False,True
PLATINUM,IV,pqT2jsa2mVKIMt3W7wXvERdXz5yuwWVkmphMMOQFoi1mAzYQrnrS68dZEnBjK0IazsIHWAULwZcqgg,68,28,42,False,False,False
PLATINUM,IV,KhWZK1nHJpfd2SuZIWwGynYM9s9YCDr0YbJYtdqNXFpr5zwEzM30n1LCT6ppY79P2WJdbL-43OF6-w,35,77,74,False,False,False
PLATINUM,IV,1JDGCZ20AttYutN6U79vZXqerQQrstyIOnG96cQIfI0hQJkKTzHpzRNNyJwfHKpt7xHEYs8X8P4F2Q,0,40,28,False,False,False
PLATINUM,IV,EIekORdbCOLYSeLbquiRBtBTlcvTMZginuLlN1CIic8a5UYbPnoAVZUIRQekWzfmUgikU2UuO8CPUA,16,28,13,False,False,False
PLATINUM,IV,qjBFmliRNrzagiHMX1khRuofr1GA6AWfaQgspoHl-T-S6pvL_ZaZbazL1x6VHcuWyEPKScSRw06uSA,48,801,793,False,False,True
PLATINUM,IV,i0q0-CJmbj5pS17rIoOf8MhSPfCR1wsUVEGul0oCrSSR5lRWB4XieEudg4nBxQoZvZbCTcBEnqk03Q,85,11,8,False,False,False
PLATINUM,IV,Rz4oN97aEFJCuB9iGea8wdS2Ug_ctTD3idIrq3_7t88h483kCcFMKVWneM1PKL69u-T7J8rmmGNMHw,0,89,89,False,False,True
PLATINUM,IV,WW8pCFGIoQ8A3621TfES5gA17SqWtgk_0bsnm_VnWv5T2PpjroGUphAxyJuvRMkjADcTi8n88fBpzQ,23,114,121,False,False,False
PLATINUM,IV,XDrq0C5bHSg-9gEDy8hfCnCqlKYer4JnnUYf0eFYXWjjM_P1xT8MD77AL9ghMAPQBhnsPGFQk69M_A,0,35,50,False,False,False
PLATINUM,IV,PMfSgsoIVhHpo4THjAgZ6_BDxcMabwL2nFImpBbXGY8cRBVEnbykcHZ3nZFE_qH9M4U6qhAwi0CKcw,97,32,40,False,False,False
PLATINUM,IV,NqveoKunRulehCNj4c5hxQSxRCqGNJyR6Mb5S_Xqq8eRQOiQwCItnxWMBuxTVvnqiBXMLY10duDiDA,0,37,24,False,False,False
PLATINUM,IV,Gc-GJK1h0hvv3RQ-xrykRkap0_JJs6DfCeNXSCr6ar39_2uVEkETdyHN94QFKKpquTAfYMosMvXcZw,0,112,90,False,False,False
PLATINUM,IV,tauJS-ZDeXKj0lxqZHDA2W4kW90uciraL74NkN__42YlopnGQxUhH5jlOIPNEjYtu1-z13oFgmd6ig,13,15,19,False,False,False
PLATINUM,IV,eTtJUzBk8jO2_JSeh10X0TPKjwff1lm87DNtL7HQsI70fuY03by4oqlZdpfhWgkpmWqmtlUIYguNww,37,56,56,False,False,False
PLATINUM,IV,iqoTEar49s20CVjM73o0pH7Dh8bD7Jrz9oB-v4ynFBOswl8sWpnNlxBN95Lk24kx_4XwyTfe3c4j_Q,12,83,70,False,False,False
PLATINUM,IV,FWJve-FtktOWKfaHh8bPStfVp-j-H-GI4rNAVWBJBonz4DGQfDGS8Qbw9Mo4d8fHutBZ39gEuhZtIw,22,161,150,False,False,True
PLATINUM,IV,vCSTjAXYWFndLK79mCKUsl0IndY1n6cr0toS8loodGzXYNlgbb54K73BzeYLYnREFWl4mRz3k3BHiw,0,48,45,False,False,False
PLATINUM,IV,teNGfEVmCXa9RiyTVYgxQaavn8t7ERPsnGoXh0vC4fHBlTP9fC2cA_H7GDsFCRm2YttugSS85KXn0A,25,70,53,False,False,False
PLATINUM,IV,a1LTsJevgJR6JButPzBynNdfUM_jClo2-9Dl7TV86HUgTQ6eKBqLcyNZqp1JC-52nYWV54DWkxDz8Q,0,69,61,False,False,False
PLATINUM,IV,dKiMk3UcQKxPiw0UEhFpCXzndu9RhTJG7-pOLTUYdjD1RT67WTUfMv2lfXKQh1RXqgsTiP5qWrJQIg,47,30,21,False,False,False
PLATINUM,IV,gEQi4x6JfSHpPZ8qFuObTfLbrV798JZ-k44ZXzfaVQRTMasK16_FAzXfqoOSAi7WVm8q3DKTxaqMow,13,16,25,False,False,False
PLATINUM,IV,tRGEFzCB1mXYQ2YpJq4IJT4OLjMh79GbI4lQeLqx8bZ91jmeGsCg2PuS2RHsoKDro0iTsnXRAvccEQ,99,192,199,False,False,False
PLATINUM,IV,BjyXOdTPxm64UTdD9Znvx6rw8MTqCSTny0hGksd1EO8HH7yB2-GAmfm6_LwtE0PfYK9wEwcF440-LA,0,6,16,False,False,False
PLATINUM,IV,pQw3rFszn6iqjwCqqoWNJvE75dht0cTmf65FMG4B3aSsF9YA_t_7Va9p3DmapHQqbnWzuETk3BYPsw,22,125,124,False,False,True
PLATINUM,IV,C2Wep-h7l3y8coJsT0DrMzvHntmjlALbfgb2HMwKEUSlrzp0j07v-yw_750BcaYM9nmOcxCtMEIz9w,84,24,20,False,False,False
PLATINUM,IV,VHFVxjnMw2MNU-zZ6NMinQ4sfcoU6-SNdrfBt3wNqjdsT-oHNbwyF-LUnCSIua1TegZ_oLqTrrsCcQ,89,9,4,False,False,False
PLATINUM,IV,5f5NpoIbY_wzgwLXDsYrxmcmnT_B7uy-omMx619o5WAzU3yYElf-4tEPqxu5KoI_w9JD4VqS5VdDRw,17,16,8,False,False,False
PLATINUM,IV,WXcOF-67GoHX2835je0jef4EAaD9yT5Yl6SmQaTKMTLKQ3pVgEns_zfUkJ9gBh4bo-IdMmYdrvyYeA,8,25,28,False,False,False
PLATINUM,IV,0zMN1UnU6aQhrYuAA6VtajtgDPT9N4AGjGDE5SETreluPIXU5SyjqXtHx-zPXzw3bCVajf9h7YcMwA,73,7,12,False,False,False
PLATINUM,IV,J3O2NS8BlujdtI6B74tN-v3_wXKczzimFUWSy62Vz5_7bMWGcs4w2zoPi_saGoD3tuQNHe-3RZaDQw,97,3,2,False,False,False
PLATINUM,IV,lkreRszoEHeE5SBwXb9S8UJXDT7Qytd6jXf-kS82FrNvpKtTDkyxcOPJjScVHUnbCqMpl7VDaGWaLA,48,112,115,False,False,False
PLATINUM,IV,uFwdCAC7Cvt-1Oe3760uj45LvKZnROc4uZzMFB0e2tNkVqkGZJazXp0z4oSyUzc4hv2GEI0HT4akFw,38,37,32,False,False,False
PLATINUM,IV,8oeECCQsBxAztPIqQCxL471J8EAZMgaIXG3EKfs_-sYd4IRllc1Kc-siRnUuC3wf82QdA1La8SQOew,25,54,25,False,False,True
PLATINUM,IV,12tR1Lij_ANGlOfJeOU-ERPxBJWZdqIBgCOJAh6mu7PDLP9PggnM-4ZW0Q1fFrVr2kf-EtufWzfHhw,45,91,80,False,False,False
PLATINUM,IV,lvmnvZ0pBxu2ZvojlaGqzXWOrk4FN4LXC473IO2eUT4LLL5jntEcyvNQJGdScWztr30jcQ98gtBQuw,0,278,269,False,False,False
PLATINUM,IV,vyz4B9quxBMcme9IyWh8b5Tmh9L0lAl9-_qdHmOg9Uoy6n31ErGpU3RQ5g9xIlYfQLZsxkecmeSjKA,49,70,67,False,False,False
PLATINUM,IV,vEh3uJ1CjfXGeflNQhp0Xfo8n1YGts5QZL8ipZwbJScguJr-LbzWxLKxnJbLVzvEBEHInuqcnW6xwg,0,68,52,False,False,False
PLATINUM,IV,uZ0OXucuQ6OU_IG2-lfn8KAT29xPL6ywa5Foofcp5F6r-ycBC3FToW04cFstL3oWEke2LVt6eI8gZA,56,174,172,False,False,False
PLATINUM,IV,qFxmd48ndHwQa-OkuLGxH-jq5d6zNFEfbPneEr66dEp2IToer70wAorBnDFc3Ow8MkI_swD3b0FpdQ,36,77,63,False,False,False
PLATINUM,IV,RuXNhrYGTJN7XDngq3V0piI9oP3RtHyEopQkBwr1JWTEmLwgow1ZRleYPx-apjsNjWJOOHzPKpfxzQ,37,192,189,False,False,False
PLATINUM,IV,WORfwhs22ySGJ_JcWliJZhrcgFsEpdDyVa00vZJ0RBmaztmB7s-5hFjDWCBkwN7b-piBwOoeiyy-RA,57,34,37,False,False,False
PLATINUM,IV,tASPJhOg77c9kG6yDjLkMnkLtiIgRbMaRzubzWq0mPK1aFvZBp5vqCHK9OAgox76My4THkzaTGT4GQ,53,271,255,False,False,False
PLATINUM,IV,5b8myN8Am1fOIay6oVFBTnTDQ1VEg9Z85VmWvz2opymu18_CXXp_Te3ujKUDYQEh-AhDnLOsPs6pHw,23,43,34,False,False,False
PLATINUM,IV,Eef10NGn7AME6st7uSM0gwOXZQbAv90mcxKIb3utrzHwTNok2RV7OmLI713DaJdPbAhzg7cUElYoqg,1,166,159,False,False,False
PLATINUM,IV,JNBATvXPLhXt0R1iD40r2Fz_f6JS_9O9GMN_6X57GjEWsHI3V9rFAontsWKH4Bxy5DWSNHECGSNjHw,0,93,78,False,False,False
PLATINUM,IV,nP0w785YSXAJy6WwQRMZPo4IDAjjlrOO0bIX9-sVIiY2hxvbp7_uA9SgpgnzlC-3Crt5b_DublNknQ,16,110,86,False,False,False
PLATINUM,IV,GO8oSRKj0ylcXK_h0WG7oCG2jaIb-Vkr_tggxN-JwOZ84myLtbF8n2fo8L9JPDdaGvQIx4xoL0mhjw,71,15,15,False,False,False
PLATINUM,IV,EBvsWtLmi0NzGaZCD5DRiZwbQcKMqLPv_udHJ1Dnuj58E5LmR1PvX7oXjiJ14_fr2wRY46T_nTyq9Q,33,69,70,False,False,False
PLATINUM,IV,MscxIeTAWfUXMr4mt_XiT_Pg7cH2bq_aj7c0nAUhl5ouN8RbTBsanDyX81yHi4jSw7ou-F52gdD-XA,5,35,28,False,False,False
PLATINUM,IV,xNIcTu5vQj5UM4VYSgaTLROU7xDuhD_iIBT8BNtp-egnJZZN5CO7uQcUR5i1RUTVmMJZr1Zz_Jg3uw,40,2,3,False,False,False
PLATINUM,IV,JzJ46Khqk1rWFWPEEX26GhRUraV-jaJ1nYW1Gy1HSrwEwE1Gn9aSNFQCZPboiCPpUGIlK75cN9sWuw,11,18,17,False,False,False
PLATINUM,IV,gy0qUHPDujBh6mn695Ey9WHRcjAfgqkTjWkQ7YNB06zNUcePtNBKWMbQL2E-MFU9XtmxEUj2N7GBTw,74,79,98,False,False,False
PLATINUM,IV,bf4kNpYXHRumKvvpT_aoFuVHvk7Pk6DbtbrIgJj4_TwVi5CwDn38G70iAeuxxMGvf5Kcd2yBAkzmqw,18,48,48,False,False,False
PLATINUM,IV,LRur3i_mnNRLwkvIjGKABBE8PsR2JFkGAeYIWzNftxOrDlGyh_iWSDGL6ReTq1J54deubwjrwtk1aQ,7,20,19,False,False,False
PLATINUM,IV,QOmqvBLebl1P-VdIX3ilSRTsdmu7PcXA2KnT-MSiwMlLJEQztbZNK7qNhWPyzB05iUkG9TdZ1jzLIw,90,6,9,False,False,False
PLATINUM,IV,r0P3P3bU8oUQztMB44El1Nif4LVV5e4194oVhmcPNHKMUigsgksEmerTAkNiVY9wXJh4U-kOZ0ZTmg,0,94,98,False,False,False
PLATINUM,IV,z9marYjut3fnrD_B13L9gd3V9W_UZltcIFFmDqqe_W5-YpF_YkuB0Bam4eRQI6YNFp2QzDcgE9gjhA,69,21,18,False,False,False
PLATINUM,IV,e-mjkIP4ihIb_VGUY8WwrchIHQXjGIPb5FEgTRxrlxlfpIeOzck36N_kAJZhVdAbQ_TfvfSRKTAWMg,7,42,34,False,False,False
PLATINUM,IV,RGZEPs5lPCEwxrHb7gPBzC8NAqHw6odKMFMZq8PAWXKVlJBycyQHzeYyCK1HYiSFSl1P_n9wbZvH-w,0,51,41,False,False,False
PLATINUM,IV,V30acnIeI9iVCeHo_tII7P3PatAAhU43owd0vSFByhZ-mAbrf6NXW5i1cGnL0HsdTCgPmaFMADM2dw,73,230,214,False,False,True
PLATINUM,IV,dcgL2qMeL-KEbG4Dk97-03Tc_9SN7hQrz4uVFu_tXE6oEzP_MXxrA8Z09rOqOZ0b6uwWd9220iTUxg,47,24,18,False,False,False
PLATINUM,IV,OnF65olH7SnTEHqxBPv289rgV1SB1UsbGdLb6CX6cArsQoyoUK0V1yW6Fc0A-rhwOOOsaURQcYIjlw,0,128,129,False,False,False
PLATINUM,IV,5bI0xqxTobig0LGkjwRhCxfnT44AdSY9f5SIjIY_0abq7fdvv2ozhDwajPacTwSl0W41cqda_O9AKw,0,17,25,False,False,False
PLATINUM,IV,__YsaQzUWoXYoAPlFXLkE8GEibDjBqOAUY_0KKZcW1tmkxBjh5tdmdjJJnLr3Qp59zM7JlGWbWG3DQ,2,263,265,False,False,True
PLATINUM,IV,4-hBVJ9iwR4OkQvJXBHI9LgFxaSB_uOcmotSo_oSb7uTTjK-yj2Sp9KJ8Suc-nR4tW1O31tCnQhTOA,0,26,28,False,False,False
PLATINUM,IV,3xanljPZbHB-iCX5QXM_hloYDpxGB22YlP9r-chcm4gD2Hy8KFiQxH7a4wrHluY8iHahp0EhRS9nBQ,25,38,38,False,False,False
PLATINUM,IV,HNtd7h8rJvUY4c9cGHmJv8C4PJBe-Zc0mDloSBsG631RuSjI2gvLwRPpt0rFQh5DvBoTy3QR3t9XkA,0,32,35,False,False,False
PLATINUM,IV,Ld8Nps1NtRks1mbsYUCHGzcMkCI5xacVOUsWNDHhYquCOyCBOkkNpg9u4-ANipr637BAykhmAbQ_gQ,0,38,35,False,False,False
PLATINUM,IV,SRAdBazlPpFRqfnYW9jxxO0DSAEjH6P2sEO18pdStI8jKXz_Jwd5JGRB1K_mlRDFqq0Hl0B3p_T3yA,12,163,145,False,False,False
PLATINUM,IV,ki7G7KBWcPQmzoMQWIUyreeWID79CuZg1W_Pz2iP9z3wAVtxrgTO0RWmpMATaZ1HMhLBGpZ2R1nJOQ,76,57,48,False,False,False
PLATINUM,IV,jpzDC3jRcj__O5FjtLmelChHG4HjoMuZuQTAniPt7JfrMgqZuArh6X36gGeaecFptaSSwl6ZcUPfAA,50,61,64,False,False,False
PLATINUM,IV,3VSaUsrBmLNkPm96NcvGquZER84snfTB2S4hg0S2UHvUki0Lsa5Fy4z5MtX8jSJjZ7pYjKXjtqB8OA,69,48,29,False,False,False
PLATINUM,IV,PWdm611LWqIQAfv4y8d7OGG8Ebfh9eePhANOcSUo4GdpWV68bJYGEsf-tauYcUQ6xvMVqVNywb-CBw,64,38,37,False,False,False
PLATINUM,IV,9B8O0Ljm6zIljJDPgYELR4891EZicp6rMKZ27S7MBYkDkAQQW62crbuN-9ElRrIPWG66uwk3p8F76A,27,83,89,False,False,False
PLATINUM,IV,enS2auMzhewghnYsL9YqjqlXNPCfIOLRKVArS1zXaPWFFrEdl6xosW_oNX-oQ76WutMfSMcpS0G3pw,24,14,8,False,False,False
PLATINUM,IV,C6MQfE813fDOoCezSIg4V9VnDzXakslYU0OdtCyBFx6qUt-fgPuXLkR8MwLo16QtXtrUrLQ2Fo2IWw,39,24,27,False,False,False
PLATINUM,IV,TMzNV7mlHWh62w_dAvaERJ58yA-oJOFzQd8sZ090GFlxoWBI_73CQ9vM9cbg0AirIXYFZ3icjAsQag,88,65,67,False,False,False
PLATINUM,IV,jUAjhCcL9bIdeHHVp7tbRQeOgJX8US0dMrxiS_RuRW0GGaYBX6El6P_Wj_Pz13llLq-3iFFvHzZObA,7,54,37,False,False,False
PLATINUM,IV,vZ3wmAFBekbnMKAUnYaWfHV9YTPtzDPE6ty7W-Dq-lOnn9gmNzuueiD3oOO8TfjdNcmo4v6zSCUkag,25,103,90,False,False,False
PLATINUM,IV,zPdCzpHSzIoTgbaM8MrAbUxwM8UwqRiGguOwGG27P3MyE1gx9tIdbYZuggm_al4phI-farUedAO0WA,2,239,233,False,False,False
PLATINUM,IV,uO6YnvCzU96xVH7grqu9v6qrqy54n1UZhxPVAXDbW9CXbaoJ107NPyTaXZH-m79evza2tMgz3i46gg,85,165,160,False,False,True
PLATINUM,IV,Htym9JUkBitBAeoQw_geONxC3iehdMT3l1SqkbhGLOoGyd9vgAo8bNNxdvlJGI4CtiMMlebbMNI9lw,63,19,12,False,False,False
PLATINUM,IV,5xRnDm2TJpIWsw6tlE-uxBIPa4AYG4spwr47BeZR68j6vWsbkMymWYSMZzjDvbkCYZWnosVit0McVA,29,99,89,False,False,True
PLATINUM,IV,166gnlsKlHmUcEcbd0xJwziBvDxsezfBCd5SBDsXxMMXFBBsZWu72DGjY2O3BKvp9jtXv6h7Yx49Rg,31,25,23,False,False,False
PLATINUM,IV,6kcMjCYufJhGKeKQ6qAHIC2oprfRKWpiO4qEBCDz45lKcJABsu6w_ErOtHiuSSlJCfdj8LS8GnsDrw,16,11,16,False,False,False
PLATINUM,IV,5Zu9qdx3P8ZHrq_TiCtAsR1a5NZTRMJ3mdZlwprCzmXLIBm-oTXVKE8smWx5oc1Ls8JZlbk0fwqwwg,78,22,29,False,False,False
PLATINUM,IV,tzmQeEaE6D6PqgwjoAd3SWTebBasc4J1ceMQGg7LMoynRk18spG3wHjAze8Xz-xjiOqrGv_rbIazdQ,0,20,23,False,False,False
PLATINUM,IV,BnfoklecepjNdbsJvReke8kGcYw47zSEp7myLwN09SBbp56ODSWncSx58wz_ZdCy5_UHiHps3o6hSA,21,242,242,False,False,False
PLATINUM,IV,DlM-NyWfk89LdKNwPeRAZzfX-JzyXWFmLZg7pfPgDc--GWy1p3dxGCIJO0KdNJP9yjT47fQOqAqGVg,0,15,12,False,False,False
PLATINUM,IV,4oUUtaZds_yBOKgb_rsdLl-gIlBS7ealrlCsbvYKsQsD8n4PE-K_-2KRCCetFCPZERU0w2kyDVEnrA,56,249,245,False,False,False
PLATINUM,IV,duqMnohMHDyHgmMZhe4tmjL2RPJ99TYK5Pv66vkORJ05OfSP5o1R5KJ9UIpK_laE7HLDy4xJA5ftQg,11,359,353,False,False,False
PLATINUM,IV,c22WbvsG9FcoPRu3AD0NSxjkqBJ49rKH5Gq1grw0qRd6Mrun3HlakdceY4uc44N__EZJLFbl8NA5HQ,4,1,10,False,False,False
PLATINUM,IV,tuCn_9uGcBTXdwLzE-NgUcvnIxc-DuDbS4SFBeEPMbJWSOZIWorweXNjyZqYpkekQGVPQB4v-Wr0Dg,80,3,3,False,False,False
PLATINUM,IV,WRBUelq4CqJ9u51BDGFS9QRvWg446pgF_yaQ0fQR0tH4Hv-MRkKWfdiPcR73_KUgR03duyRu2m11GQ,64,16,20,False,False,False
PLATINUM,IV,VEmq6XadBUEGoIdKLG8GH1imWufI6JleoImgRNMLBQriym96NSZJlbEmPqaVkhAVt1LZt9wX8NunAg,84,61,63,False,False,False
PLATINUM,IV,RDG6Op_IdEZWxg1vzarcCi4T75g-fwvCpPFk_wdFGX7IRF2GM9pZUenEZdXEnVosCyHMRzKn9rB2Rg,13,136,134,False,False,False
PLATINUM,IV,35a9msCLsj-Ds8-7Nv_POufyAX6-olAw-ss-c6XK1ob05b8V6qopZwRkSyy-J9rWyKMJa3aZwVQ2FQ,0,22,31,False,False,False
PLATINUM,IV,KexqMRB1ziKa1_3SjVwjoGE4DtxGRmxFAmdAtIgQfzuabvkU6DEWIIcfC0YvQ_ApL79WEx9EugCBEQ,55,6,12,False,False,False
PLATINUM,IV,buxE0_PIj4QcFr0vwi6HRuz5oukPSymbRf4AvailCfXjVna3sOgoAPHR_AfCz_8DLnoStHniCINSPw,11,111,120,False,False,False
PLATINUM,IV,8-NLbRq8K99_iqPcveLK_TOUEuPqJyGAwtl-VG_ACxWAAYBwfrHaYGwWQK79CLrHI2g10l2PeTL3kw,0,178,181,False,False,False
PLATINUM,IV,ZEoFZ3MYuVo-wWaRfrIXPpPtb6ZIo0DgjeODL4Fj_4JBfEhgRtSzBwLuind4hZGMM_IGvDMshxA8lQ,1,21,9,False,False,False
PLATINUM,IV,rw0V8Bpwj2Kx0TUAgj2XxzX5aroxn9oY2s35gFfayEyTReBNwFWJp9Ni7mzaLog5qFkd8GsP70o26g,34,8,6,False,False,False
PLATINUM,IV,zxhlfWrMGEetDJU62eQ_PCoKpSmijNsh3jTsp31xIXKGOdpUrsIPWfCKCfDqN4vSDNESgOLJUiaoqw,0,66,64,False,False,False
PLATINUM,IV,XWGdU-leBJQwGBaZ-LeLyrKda9Pf9-KZcTQOF7zmI7ew81BLEAsS0rW4k7AWURztWUqQYlGwSz3K2w,80,16,17,False,False,False
PLATINUM,IV,7FUGEt774mn6jOVbKizb_OLt70LPsWWaoemIw4l5g5jQmzh-4sYetA0u2geUWgGY8OSpv4btz7ziWQ,46,11,6,False,False,False
PLATINUM,IV,MjYNO3-kmDghUpxXqLZbBP44_ipE-Hoymx17fwPbEogthJd59_dc39uMPf9Jm_R26GklYEYPE627Dg,48,59,64,False,False,False
PLATINUM,IV,uWpxEKrMyHybyfsXvG6LpwecQZwW7kWfrfmxkhpxgtyBTMB0tVqpouK-g5Nng1siZKuuCiGyndxKPA,0,59,55,False,False,False
PLATINUM,IV,G2FZ4fH-O3RAcJsdm1ilRhoGtGHQfMMUukCFuDjMFcKKZU9StcrBTh9NkMNaB072G1Abq8UT-YJ4zQ,40,42,20,False,False,False
PLATINUM,IV,ZfKAwltgp_C0sgfXNDu-epiZ_CUa7udiuxLLcHOsajBgZ3rjPoX_tpfhudepFNh-DffmM6Q5h4R9NQ,17,51,40,False,False,False
PLATINUM,IV,rOk62DUzidA-SM05UgNs0yueERpzDDH-C4vv6WtmAAGsqlQclIdMPCpZocr4HcbsHKDld9yM7EAMZw,63,13,18,False,False,False
PLATINUM,IV,KW_aFHym7bGbfmv3JCuMg8LWfW2nPINdqbWhQ9LaMyEcfFlzbQkiKU4LX6kqMxUA_xTRYAfngIKsfw,19,27,20,False,False,False
PLATINUM,IV,2nB41IkrvjrFDCOjH99P95Zat5hEhQ8z0NlDSVY_vH2EU3qjUMBvgQ67CK0Xasfja_YKGHwflImtwA,56,48,59,False,False,False
PLATINUM,IV,d9FngscfWs3Ia-Rri8a7OSNxyJsMqIbyV_S3dihQ1-rZgCIEWP-vV0fG_nZ-rDsMmgRGcgtgCa3vkA,66,7,14,False,False,False
PLATINUM,IV,EEzbGWDXyxr-LXLhF4uupGrV4g70tPy7L0VIkKLe0h7gb-jzPtqWRaNDyMZkYtsRaOCldvvrN2DfWg,0,26,36,False,False,False
PLATINUM,IV,YUtPvxN2lphUHTGz5Z-CRfRbX3pEDBZJlet1hmtXFXUX_fWNdzLdyRJ9XtP-OpAP4KpoL6oqXCkllg,76,166,169,False,False,True
PLATINUM,IV,Rur-LfyHfp_mapGnIL-G0ZKFIPd-i7XyLZhOoL3VrB4miNJlVqPrdR7gl6OlH2rZQiW0eF3RQQWFsA,1,1,10,False,False,False
PLATINUM,IV,wHHfP2uXAM07Wu5NMgZatfgmshFtBIwKP1wb3Px1DnnQ19DMlfq_pXR--hvNKpsYWAvK9S8nstoGZQ,2,27,36,False,False,False
PLATINUM,IV,3hdNtgLb9QcLYmx_nULfTNPK1SHr_52avAHjHKiw2AvhOpxKibAu86kQXoptc6wFH75gRg-ofmfSgw,46,223,206,False,False,True
PLATINUM,IV,2mTIrP61X3OlcxKw9c6Y83e5XlG7xe49mkhSenRvdYYTj1g0n95H_l5dI49kqXzleI-BXXZ0i9Lp9w,25,62,31,False,False,False
PLATINUM,IV,L45kRlMbJpfsx8Dp2heGuARfM3Tupkvoa9FZBsI2MNmIk8OAVEiop25bVqCwYDVx76utIX57C-FGtQ,55,89,84,False,False,False
PLATINUM,IV,-mD4O0AjUytSojdly6rJmxRLgWXLlq_pj4Xd6hyjYTuWalxWrtKmRXZQXnsZl_4hkiM2LEMrk30O9g,77,44,45,False,False,False
PLATINUM,IV,MihGCKNH0s7CZzJ3ne1KiYUBwT_8--CtHwH2BoILhJsaynH_JJIdTI97UACDPI535jWQIry5NqaT0g,0,58,57,False,False,False
PLATINUM,IV,0CztpySvm-6ABrNpg_hN__SX8-DIntVboZ7te4RyCUaK9cs4XMupynXWgFGBCpV5GCvuYqKzjlHESg,0,12,11,False,False,False
PLATINUM,IV,LrNhsyzubYBMEWB2HKohWnxiNeZASr9DAoz_0-ryXio-9Bp9bcgpkXqXuUy1Gd_JuFmGQRl_qs8PXA,46,278,246,False,False,False
PLATINUM,IV,KZN8nCWzBN_ljzfhrh0yvl6ZsAM2qB1U0a6cUPvQQ_sNeSd9mBfnw9tepuwIj37CPsZg1Ot_ElrN3g,21,25,24,False,False,False
PLATINUM,IV,zQO_9gp_wGn99xYBts754tuTmVYmt2xEo8o3ChSy3NEe0oh6HowgOgyNzigHEMNyrDHAnlJMI2FtwA,48,15,17,False,False,False
EMERALD,I,AMw5AS2P_D8yW4TImZTg3j6-reGZVAU7yp8j1R5aNGAUnP8ND2xdfJhpD1xrLoRN7rpRDkvxPgVgKw,50,23,18,False,False,False
EMERALD,I,WbT_vUX5qVjrv51ddvmX1RzVwCflFEwUQfJeGo2daIMuEQ4o-hlAx70BfXo0sFvZNbRLSIXOk0m8Ww,75,27,28,False,False,False
EMERALD,I,gQZmkj10mveJEBLy0Vt1hTMp8oqlOZIWL_KmfzSfUKwpdO0_FGC8XIiw2k9SugkAOSAEYTBirWJ6hw,75,27,24,False,False,False
EMERALD,I,rVZhinVTWc3M894XnY6A3WXnu96TdxK6yJprQzB-wJoRzO9bt4fELfIgvQV2Lpg83yKwsnfEDRRZ1Q,36,20,25,False,False,False
EMERALD,I,dhEJVLw-36XZFKB9T49XYrwKUrf8P7-D_gIqyuD5AzEZINM98MrbOOfXNe6VANRLGAcGy7F2dj87cA,20,1,6,False,False,False
EMERALD,I,2sjmVWKvpzQZpjU7hKtFBoRGqu-WacoRdZBNBfgu60MD0VmZKLL9sfS34P4ISdwahgRlTAlhbH4A1A,75,68,71,False,False,False
EMERALD,I,M7EzVdHcfvgx2dGiiC9og3dyBGsetloHMIR41C0Sf7RWXcRRwoyGekNFrretw_vg1Yh7qTL8iJhDIg,75,29,25,False,False,False
EMERALD,I,ZFchyQ8lV-6VdT88JNOEzlCLtgV_JFBecINNpE6rCJA1P8_hIbZn2RX11_O9gTankSjavwvWOpr_4g,75,34,25,False,False,False
EMERALD,I,mnriDzY7an7I6FpK4-S3HoGUCtWibhjYxJiF5vfK7WC3Nv_iIwiULoGZQXqL6mx3rWVIKCiQ8Fv_yg,57,10,3,False,False,False
EMERALD,I,vshqTF0k5nlfkDF0m0eCaJmlQAMg3dmXOwuAwxj4VJd7AnOIJq-mN2JgeLDlOSVfhlRDEz-SVfgEZw,5,172,175,False,False,False
EMERALD,I,wqryvYwyVzFpREmIh5pw2oWS9cKv0E0vlNhrEicrnOFNa5Ql3xm4zvLMNyRIWGfK0tOwJ-O_rFVlBg,7,37,46,False,False,False
EMERALD,I,JuIYtc3jGfznuMbLhqdE896VBuUwoqHdoiWexTrz9X_gIArnDfj-6UdBEpnzDkbbPl32ltCvOfkHZQ,75,80,79,False,False,False
EMERALD,I,Tz3k30PDTOY5b9sXSxThRJ8ryWoxK5f7ZPGbIMqx9PeqEfe0xJ6BrKcMAvkKU2Cvt-UG-rz700UmRg,4,15,13,False,False,False
EMERALD,I,104tcI2sLlpcdmM60iz8f_dun0THbAA76A1pq0nSCTcFScWSJGsQ3uVJQjRH5RTer22oZ53V2AN7pA,19,212,191,False,False,False
EMERALD,I,NZY-sqCrDKBKwTnWe96F7X7n_9R0nGe_yHYb0ZDXCYcgcrfzwlNY2e0mJdRXN7l2pZmpo4CNjEXKeQ,71,97,65,False,False,False
EMERALD,I,_259ik6lXVyzzKGW5Zz34gx-hF4cv1bSBEtqdXvAuXLEfOOgbwjX1p8kYQCyG8q4NrHphYUhIlz0hA,53,237,229,False,False,False
EMERALD,I,c83rezul0YLKo_ijQXudXDxI5-BLDBiiAmYVLpCYijJEagJdAPTaqhjhQ6aXfiQwWBiEsrlYFXrYGQ,42,13,18,False,False,False
