tier,rank,puuid,leaguePoints,wins,losses,veteran,inactive,freshBlood
DIAMOND,I,4oFeVSXCXY-EUeS47h0Xb4dwJLQ-YXNRznDzJKWqcQhRSBzDX4MfE4j_0jgOtfsB2nipvRfb0KYCbw,75,432,453,False,False,False
DIAMOND,I,mKxPB3Y5vLEPxRbGFbI1saE6y9yEVbckP9tGiLHFenMa5DqSjtUUTqyWL0lizgM6KvoBfuOFDlyV7w,40,58,57,False,False,True
DIAMOND,I,eHgxHKTbxGpiuMvDQFsAinoNLccXeCHvwDfdQSYns8EbqTlRt1vpmFk6pe-SVuCIunVB8N65f_-d4Q,37,42,20,False,False,False
DIAMOND,I,Dd7AN1Yeko5F9fwyOtabEvWVFikv8miPxCxvmzSHfWdgYtrFutllH8qxP0MsmHwg1aN9ngoUy70qxg,16,31,26,False,False,False
DIAMOND,I,JsImhcDS37IYLqzgIsDjvCZY5VwMqPKnNgpLJpdU4uHaGvyRRhUh8YsnQ0G7CfCcRzvK_e80O6aQRA,17,83,68,False,False,False
DIAMOND,I,9em95_vUgXepRPkcA7lQXoRhUJInbKPgFIQTyjfAeYepIAgAq9gjnsz_zuIVdyiKwNVMtJ5_7CDyQw,39,39,41,False,False,False
DIAMOND,I,UA0WvZuqZ7ivfGxx0pzxjPEtY3qq96K2p3pFJZsJKbfBVSyqr88ouA6fjd9XtPtbvJRiJ5Lx6MUOsg,75,52,47,False,False,False
DIAMOND,I,Hhqgr4v11u-Ib6m1Xt4Iq7NmTxdzztS70cpbXMt4Qzwyex3ci2e1FHBFx9RTdzKaI54HSnh2SbrqGw,20,278,230,False,False,False
DIAMOND,I,qJaZ218-4jb0sSJaV6p9jNCaZtbNDzDyZ_UarDtegdGdYzZ5GRfqA6OLQg-XrOo9RZ9okjcLfZUtlQ,75,194,168,False,False,False
DIAMOND,I,MVgX2DK04Jq_kmQtlmtbmWfBEbfgO2N_eXQdlmzIrwsyhPl5oflgGDwLbNzxst5HY7K31FK_1Prq_g,36,67,54,False,False,False
DIAMOND,I,zuVs16HalNWPA19wJrjRhVjUsmEr_9ZysDH1IQ-Wi6kWG_MpDt1vCu2pa8iqiemBcX5lwA9E44T0OA,55,91,57,False,False,False
DIAMOND,I,US1FLCJSoLviMgYiSezHhTlxgTALRYSptfN5BfwUHjMplGSAghVb-G3icg9RrcSk6WPZdfe7maA5IQ,75,64,66,False,False,False
DIAMOND,I,ohkgsFm7VvE5n3HFYb57Tz0dnskbUSXKyLt_J3VLflk_ACCMA8mdgTnoVjRRPXaCSJZk_K2bRrC-UA,25,292,293,False,False,True
DIAMOND,I,jYF2_K0n8WNVOj93Uyi7Q8UM10oAFO8wwFayhahKx_ePTPXMPoWf5jijSJYVcooIO7FX2Jd3__Y0hA,75,56,43,False,False,False
DIAMOND,I,m-KHHQ3OxQa5gDNQn0kfsC1lZ8MpVyfIHYEleKY15LyPP6zjhMQU9FUGhwWg3j2vBOYAR8eC8NNHKA,9,42,29,False,False,False
DIAMOND,I,bksTo9LXUvRBz3N5TKBe39Purnk2Ep_3k3DDQfoLi5ess1b41xpVYbDhwHRScE_qjUB_Vs6wcd1o8w,14,155,165,False,False,False
DIAMOND,I,hHv9nwXaH4NQqMaRbNlWyTlRh-vohwf9Mf16GhOIcUKjaXIa20t7So8cUUZ6KF_AFiI4eXNKBhl2dg,75,38,40,False,False,False
DIAMOND,I,kNfFY5retv86_6fw2-rHD-XswouDTSWGKfYz2wkoEdBcjL2GIhPFNiaPCL4EqVtWMVFIM7Hn407vJA,3,41,33,False,False,False
DIAMOND,I,djKLuc9Qf5B212wxnQ2jIJ3ofroFa7gLGsVASVog26l_dd-TIlXrL6s7CArbES6czX5e0CEXDQoE3w,32,65,59,False,False,False
DIAMOND,I,cW34__EzcTDKlWGmAvP6wvsRrO5xuTrgnUe6V7yzekpTCebis8fb8yYg_v49ZwepzmBKFmHk2IKGTQ,75,81,49,False,False,False
DIAMOND,I,lriQQ5Y0ZcZTsjH9X5jHsGtWVVONeCY_WxFdrosSMjsxpjQy5F4Wlx6HMP8a5_qEZki8M1JZk8FJMw,55,118,114,False,False,True
DIAMOND,I,_O6EfMrxmFP9Lmfam_MttJBujF5whZmF4ZZRVENlwjkzCdmgq1eIDn9zPAYyu0bKPv6NKsQRNLlfMg,67,120,69,False,False,False
DIAMOND,I,c9i8u4A1Oa5Bjy1YTU52kVdIiLonMkpb6-Uj8OkXpLTP3aiG9El_1-0n_pWtuQ-bL004dSwx1Mscrw,94,79,77,False,False,False
DIAMOND,I,CuBwMf53p9Rb_vFx4pxyJ6qO3YzBXwmRhxc0oxRBwMWA6nH-ENAI7KvhG0yFfVDnsjENjUBhOby1mw,51,131,123,False,False,False
DIAMOND,I,csfxNqXmcWASG7O4QTng5R1lZtpzAeV8vaZlvg7detXlK3sSezjVCBfp4a8-r2wraC1TZQYr8l19jA,76,427,478,False,False,True
DIAMOND,I,NMY18B8Uz3UNdNq-0dFCoc4QWaYfSyzkUXycBYDO_U3ib0flKsYshrs8_gPEsPkPlF6BwKBriSpMng,93,72,70,False,False,True
DIAMOND,I,0O5rjh8kPLsupa1M5pv0ffMI1IAky9m_Wu37Fu_OWMcKBoYtHzliKyYXRh6hHlpq3qeDAOxW-jvzHg,75,94,40,False,False,False
DIAMOND,I,PdiHlCXCbdiM6pO-xuzLjEZn0YxyAgLULa_RS_A69WwQK-UERM-cE9YjomJ_RyP-gQRaUFOmfKc9Ag,75,128,85,False,False,False
DIAMOND,I,F356417EsSG87iq_2mszL_Zp6RBaZpUuzwJwshHW2AyHV6a07sENzuaadYzQ38EvnEoCcn47qc_2xw,75,43,34,False,False,False
DIAMOND,I,i03D9_uF0AjREjWo95gd2pFfpQQO5GCMcKQPpy_gx1MyIFGU5zqV3j43hAcwpVXnpIwVlnRal_nfQQ,96,42,26,False,False,False
DIAMOND,I,yyHDTt9qOB4Dx7OVnYEIcVYsnkHMC_yRbiyl8G7LOtosVsP1etl6tQXw6r1a_RbzeYJ1eOPgLkNVWA,81,402,431,False,False,False
DIAMOND,I,mpKoKh2GWbQiwDFqZEMoI_MyU1uYC5PPmvTPdnOHPrQhSEcKguYTdGej-dgd7EwTRzPfAKzFNmLaNQ,75,47,52,False,False,False
DIAMOND,I,Mu-8C8LzK6vfWY9bJARYf_Ql0KXEnZRWhKVmAFpsP0fLo9OaJKZKw52TjHslUlLO5Wjq5CvcA6PVxw,75,61,51,False,False,True
DIAMOND,I,XBDDslgsPdlmC9-UEpZBLKEOyV3WQhV8NVmK8QA93FysVK091qho_b8ILKPud2LiAhyzy_BiyCc3JQ,75,35,30,False,False,False
DIAMOND,I,lOhuGxBAHWq53JHfSyC2sva8B5RSj1Z-EHbBd4LGtOR-f7bgTPU1KXGFNKG9gNi9miFYM48RC5ehQQ,5,146,144,False,False,False
DIAMOND,I,ia1O5dUBvPlbU-e_YTno8CxCyagQCsntCaP0m8dmdHc6o9v1jwOTufcKmRV6ZhdhHrY0gmiPLdknnA,29,52,58,False,False,False
DIAMOND,I,qvObwMV95MOhH220OWwqaIKu3ZtcS_KYyuenMM1P5jvHxiAjfGu-9TQa_RsYazPYvvZHKAtk8cR_yQ,57,29,21,False,False,False
DIAMOND,I,ymHCOT8hgAkoIK5dopFZQ_pO0qFviJFUIi1oa06CtIY4PpPdf3kzNTmAxjkFFMv_fMBB0j1rJZUtWA,77,166,155,False,False,False
DIAMOND,I,eoQM9U7H_rrE_8LbnA4GRso7ZcqXxh2Hl95VgjbIBirtg1wxaAp9SOhjI9SjAf7k5amFmk7vrXrCxQ,75,130,82,False,False,False
DIAMOND,I,fwc-8y_lle9PYa5dI24Ou5cvJBuA8eIzTj5nESITQD47FMwuCRB1MT3N75d8yMnw6NE-YXNhOySClw,12,104,121,False,False,False
DIAMOND,I,XCk4X0ZslCeRCPuBXkyYRCDJhUSghsUOl3BnSe2qiVC2LKLnqJydQqyGlRTtJoKJxjb8FOAj0SVEpQ,75,158,143,False,False,False
DIAMOND,I,gor6YOsljjg8XCUiY05wuB_j6ZMqBrMlihbaW4AcpFbK8t6uugXDJ6apQmZqvVnsbMb00v0PlzPcXg,44,145,145,False,False,False
DIAMOND,I,uh3NzZnYhB_s0iWdu5RUKmhILLr11wcts8f9Ty7HLfJFwO7LsAowCTAqQPSglhXNFrlg6tI1-QtfzQ,41,47,39,False,False,False
DIAMOND,I,SeTmZca967txtJbzUvRrrZbE8QXKltsexjQJpwMOr6TTzk0GXDLPsEG_nnqvCmohGWwzwqS6TjJYkQ,75,147,140,True,False,False
DIAMOND,I,H_w9eVy3-P4DodEHIftUrb2lIZU2b3MngXVPsqohoLjFeGMC0C5egJ-ICfnbPkgFrArbTTAClFtXVw,9,44,38,False,False,False
DIAMOND,I,i3vUlm7iXNsZ0Sj6Bchm6huQva394QYNL98ODuI9lO5bqk5GTmWnei3xlH8sG1TSSUmtVuXgk_zvBA,38,219,176,False,False,False
DIAMOND,I,uD06JRc9EC-Fm0YgXdgegArOXEnpdIls44CcMSvIYqFn4VHCYX8m_BsodkN-oiJH0PGIpYy5T2LAjw,51,622,583,False,False,True
DIAMOND,I,uOcMu1k9Hk-dy9a7m9MniU2woH-4L45ebIgSwujj0oiAWICpgN3nN9Ftj1vzVzrfLQLD2y2IeLh-AA,96,103,50,False,False,False
DIAMOND,I,vBQWcXAbFpqdKJiLbpWDutGgoTkNXcC3z-y0g77beFE7hekoZGxJDms3nftRMU8v1MgbPHfNy7WK0g,75,119,103,False,False,False
DIAMOND,I,lCPkXC9zARAEigkc5PBrzQ3Ar59K9bwTiqmm6gmAe8td7rarvaB9pbSHNhy0KsVQy9aS1QQyhTp_2w,11,77,70,False,False,False
DIAMOND,I,KvisEK08dT9oYUmVRv2J6vVJOxkrAhVEtIIgLwo1K6xkni5g5k7lhAdLZb9rynhixV4yQmnZR3hsEA,75,38,22,False,False,False
DIAMOND,I,an3VmsneVC4r28pRnQkQSlydxuP4W15son_EDYC_0UHGJHZd2Vz_Sz31H1gAVJ5ABm7nUNXSvLSDkA,29,211,203,False,False,True
DIAMOND,I,ye1vZ_tpVlLG-UpxYdiArgheJP3SRdvMSJIO_e_u8CjO0i6C0sAhuCwbhK9ufemzJi0fCkUdRy4uxA,14,34,31,False,False,False
DIAMOND,I,27AtiWOrGfskv_7KlidmMyxXcqC6bNdtKNEk8ZX-jIEfFr-P5Jg3YokpKkeJegmoQHabGwoO3jv-PQ,75,156,124,False,False,False
DIAMOND,I,qVmvd4MN-dfKK38B2oJqpHnERnXADe1-QII4RikO7BNgbugmUV7HOX-WceUcmQaF2F-lXz_Pdf08zg,3,96,85,False,False,False
DIAMOND,I,_OTwqjFS-3JJNXTVf5ynUnumJlHv7HtHZP1SUW4DHxuyTBc2bgsXAeD_1n65kEvAbTMQokQ8rePfQQ,25,265,226,True,False,False
DIAMOND,I,cn8D8H79tcuqa3lA4WylloKqEtSt3ltUvkgMO4ho5Hm6fwTazYwoOuCTccP1BLLkz8GMMNnpleN1KA,15,148,104,False,False,False
DIAMOND,I,pWrtIPdJYgz41aJCcXtulcYOmsXZ75D-_wGZe5u08y4piHXIC3Ms4llTplS3vO20WsJ28ebcc9oquQ,8,116,121,False,False,False
DIAMOND,I,FD_HoDpa0UETHMm7sc91tAmmuyM06UwADl3atWfhvY9MAJrdL-nmsPk9pLrkZ1UWgpuxSCn-TJ4IDg,75,103,85,False,False,False
DIAMOND,I,JuXR4kbpT4av2YDTp96Gg_j_BJdJkT4umHVhliiLegnGm-4BS3-tr5keT0sww66RCl9_DmRcGVbo4g,38,235,249,False,False,False
DIAMOND,I,D4HWQ0fIzZme70rKF1s3DSEBN3zSplWAxoPfDAo5Vvq6qa2MDKvtOs5ETAWQqFcXSAOZF22_ECGO1w,44,85,71,False,False,False
DIAMOND,I,e_Dzv-24QvByw92pOuuo-ZQd84Yl9A7NosK4-a9wXXjieyEa6CabCE9jgpdHpx6xPLoYT_b1_0cllw,5,106,90,False,False,False
DIAMOND,I,bShXTANtW5_9H-Y_shinL7f2mV5x595sL4GnB71uhcCK0Slo27QXeU9KHSr8OxTJMIJ-5KoBcxBFFw,67,92,109,False,False,False
DIAMOND,I,0W6X1pu6h9ywVCuNlvJLxzeD5E6UQp5jqOpus-6Q2FeuYYoLQq6PirCVu3-95drzOeONJBjAOJjvnQ,28,37,32,False,False,False
DIAMOND,I,RN23mBSexdWyMWaMZdKmVpSY_gzeaV3nzWa5Tiner3sx3lC8XkQodEarhNNbV_q4-4kv_eabKenaCQ,75,184,165,True,False,False
DIAMOND,II,-tyYQG2teSNjoZrfdvg17b1JjA4ND1NvlbWG6n0qyR53a-krSsul6PDkzANQoI53BIAjAWyVz9fbVA,75,522,517,False,False,False
DIAMOND,II,1XNyqli1o9LpMBiD8MTyYbcptczuXmh7OSYju6VLjeZT-oipIOrvT2KehWqx0Op143RdYMcs61pcyw,45,172,165,False,False,False
DIAMOND,II,pMDIj-_BRmQZn_d1hQAE0NtioaXMnC8xzi3p0m4HBKl3kHZzWNcfgODmJRZ1n5TNt5j1mMzdFOudfQ,75,66,68,False,False,False
DIAMOND,II,bC21q91a8VuieuZYyuqO3akyWk0hiITmBR02Ehxx7Sjcg5WIOODZzuqlAntBs_LZIksr3e2qD5MIRQ,75,48,37,False,False,False
DIAMOND,II,-e-Lo4HRiqMVAGrW1Subb54AuGyWikKsCl04uRTqobbpuwg_Tpe7x6lu_JIWe_B3pCoPtmNBPN2GxA,75,53,41,False,False,False
DIAMOND,II,62-sBW4rLv0Y2AxdbqZ5IeN5yHm27p7wXN159XHTVSfJAl-HFCGkqgOXPjMwID7GL8Q4YFJvFPePqg,75,62,49,False,False,False
DIAMOND,II,phCTkwHsfNKbjpsS1nkpmf_1VlGk9l35ElFFb0mIZlEa3kHrVSnK4QtHTgeUM74dmx4RXE5SIOXkeg,75,77,55,False,False,False
DIAMOND,II,J29JAmHsI5N_eFi6_01Z5DWNz7r8lsYycBq6Pa8HEuyUCgQpM0NFbiVTz1PDKKmbKdgN-_mVJD9fCQ,75,26,24,False,False,False
DIAMOND,II,SREFE9-e2cdw7YzXGQYOg6tJnQUMoRCtqpgVqOKIKMkEGkSwiWe2vL2VYmnGCmqXBoGWFkSwpFUUlw,89,39,19,False,False,False
DIAMOND,II,MAHjVdXOTQjPDedh_MyfVvJCzq852HcSbOoXzOHb1UnHdE3VcukG5nduuwm8EB14jk7rRYhiA01W7Q,66,44,44,False,False,False
DIAMOND,II,Du8N9OS7VBn2hU2ODMzxin2-eaJnRKIDewrzInEEXz7y78hWsZ8goy97nL1Br2FBUWAaUBafrXdWBQ,27,148,128,False,False,False
DIAMOND,II,c6aGAB-WQJNZ0DTgh_LYaL8viMO1r1DjE15xAnF2CDihb4aKbGBIcYI1Bm3Sh6dqz1GIpXdIqhwB-Q,90,23,25,False,False,False
DIAMOND,II,kRjNwUTJI26cCIuiRLa_H7K6PwMY_7Q8FPN_4gWLTiYOVTmoevPr2vpc8mASVRY5XfqVbL6SjB5HVg,36,76,73,False,False,False
DIAMOND,II,8Q-jZXJR8Xr646W3yz8tpUhnqusPkzl1io4ZxhiQgP4LcaJuBsYoICyzJZwWaoHXYjw2Ar66r7m6tA,4,127,128,False,False,False
DIAMOND,II,1cPuPGtYfiLBMdmLmKYDjmlfeQR8-VgTkNEw38PLT5j5DnzCcDrbIwXOsiWHkkZLbmDH_x-o2PzNOA,75,378,359,False,False,False
DIAMOND,II,us9vU_HIXDnWmkeLFlkIb3wJxhC0ght061HQ9YHbjE0dPT1a1EEWZoctZfx_1T9CccRDGjBTjSslxA,75,111,86,False,False,False
DIAMOND,II,CEEH0ZdrUh32FA53pBVF-7SfxV4VJIQdyFJpB9UIx38W3PT-5QOxqFnXXDf0za52yzVj5k9WKC1wlQ,89,210,201,False,False,False
DIAMOND,II,yvSMfQJsBq6GcHktq3ygiQekpwXKW7dpsDY9SVHNNOm1lZSUUoOMjPzztkkosPlbC8znKfnGBmZG2w,29,21,14,False,False,False
DIAMOND,II,GrUbl09U0_gvCbxULvckkuAcgI86c-KCoLGbohtXZLM1jRaf_DnZ2zK56GtwUGX5MwwLZdfxMxA4-g,75,69,56,False,False,False
DIAMOND,II,JWZvyoH17KKKPTLccMks7WVEB8n3_F2SoZo5giA5rLvQtUranu_FLnVENgVc45mg2BIK7rvoZXQR2w,75,55,54,False,False,False
DIAMOND,II,l1mSwSO6jmNsw2vz36dG2hcT4LoLr9b-7hK0fkcf7xXxEcQ9YcdgR3I0nx_HIFUTDuJo2TuxnnLFRQ,75,35,23,False,False,False
DIAMOND,II,IqotfsBD_OuLLl6D-NgnSjQucdEVLpTBJllSadaP5GBU5F34dtoNnYG15YxTOJ25oFtneE2_aCaGtg,46,184,183,False,False,False
DIAMOND,II,OFhzTbR3nB_gAPIk1K4L9WZZKmXl8MjSscd7YP5QhgAGfLt35h612V48-MaG8OZx_WKsKxsl88qCFg,44,80,79,False,False,False
DIAMOND,II,q8yEKh3GY4Q-7evXobiOCMeT1MPktIztQPAjEAfeIBFXYZzooVvFKQbSZuxWrgRaPwsFUI49Ig2O1A,91,133,146,False,False,False
DIAMOND,II,Og-gXkTZcQxIOcB5F9W3U8xQ2Bhxrg378u6t5xqMSa9z-wAff-QxJ2QIE9mzARzUPurVMpdQR3DzHQ,75,71,57,False,False,False
DIAMOND,II,l6ln8gLAwoZZY6G7HaAwz8-zDpcDdZTIAhTiDHk3iLTDEIxQ3O8HTID-3c92FV5Vco_HTLwCs0mP3w,64,69,51,False,False,False
DIAMOND,II,wBTOcuYH43fVyCbbHJPpiccOs6lt7b_Yyx17qMrDxPAwdfrZSDxnW6c9Yqt3xwi9wvUF5UyD85QXIQ,62,229,197,False,False,False
DIAMOND,II,gzEKmOSbf0fFrC59wkzp1IDFRWAWxZoGzoq4iqvaW7KPbUgNHWkFkaRVnczaVJRi_mf5wyIRO1Vj8w,75,31,29,False,False,False
DIAMOND,II,m9Z37-D5m2Tq_MEyWSP7ic9Lj40tNrHdni1NRyqJD0e6VlWVhSyIedVNwaCIR0Sy7AuH6xAwFnusnw,11,137,93,False,False,False
DIAMOND,II,-0g4rhwOtpyDQZN45XO2-P1k4_NGlguiRqG_2vx6kpD5b5FDEkpEitvEpLSlXaiSDA1zwgI4TwE5xg,77,122,110,False,False,False
DIAMOND,II,VU_reTm5hFVUjf1sYCqx3dMtJtL1e3m2NmnND9_WH1P1TLjygclm3E-YXAJ0wjGD3d_nVfxmadlnXw,75,70,57,False,False,False
DIAMOND,II,TQBB004LcTZSoqDaSLq8g80BaF5pC9AMWUiS6D-jM7iqj9UlzcVcLmKQ-wvkEybXRtgj6ldDk2jlAw,75,169,140,False,False,False
DIAMOND,II,-bykRukaZm3wOkTRVZubJIJ4vgv31PDxYn3M_TsuGmTD7njAGe5eYSR9wJAZ5Dp6_WRQkm1ZWaVVEA,43,194,203,False,False,False
DIAMOND,II,qclY-V2WhoZD1exvCifgmeqKP-9ahPh5f7UtpuFgCvOnUvTMnBEfPGXlIpe9am-gLVyqbamVmxLUbw,73,212,196,False,False,False
DIAMOND,II,HDbsJwVkv3qjBwtmy33o9YBTu-ZEbeKJOTEraVm1Y8UIDk0s0fCebys1qIppmbaXThf7j-gdJ48sgw,46,96,64,False,False,False
DIAMOND,II,rOqdj2XjNMFIOiBV-O_7STU4jiPzd8-B4AV0NYooS_zozWLdJtPBy8-_kCi2gV8eIDxrD1MdDDlYiQ,62,47,35,False,False,False
DIAMOND,II,Cetbu3zUEK-4VGntPIjnClQ6Q3_2FrlKAZxihhZA-U_MWb8gJ4ZEYB3Oy5Nx8g6sdpQbMkofiAHcSw,39,97,95,False,False,False
DIAMOND,II,XAIuoo5SFBQkjU9R4TjRPmFPg70tJ9jV4HtCR8uTbovuSOvxyrmmg1ZXVeQ6-dQs1szzb3p07YOUlw,75,39,40,False,False,False
DIAMOND,II,n0B8AQqS001l-fWrjVXNsqwW25hf3FIQ77Cl9UkcAr_cpxnjymffrneOAhH7e51WLlxkDp6uhitScQ,93,86,79,False,False,False
DIAMOND,II,_y2y6aLywiHGUpxshx5dtnkHLRWjYBn0nnJe30Sc9o9B5AHZQ3Nx34C4XyDf2MqsX2FD25_xUNRnsA,75,135,77,False,False,False
DIAMOND,II,2Mk9hqQf-eLspMMBmiUHokTc-_h-CNwg7gNf6lwYl4lRCWU2EsLwiqeHtoqEYbG0coY47G75Xn9CUg,75,121,105,False,False,False
DIAMOND,II,afAatuVcyZvN9dZ3mcfrgGr6hbKbehFdXdkKGipVz8H0y6ZtmjQ531t8nElGzs3NSypvQwvG5Ya9KQ,75,85,73,False,False,False
DIAMOND,II,W0aOv8Rdcktf-dgYDhwzTDWCjYm5fNC0B1eRnIQJp8gLnb8b-mJMRDaLlumj4qH0nCE3jsUwZVUPMg,0,138,132,False,False,False
DIAMOND,II,oVtL8hlkLeJzgsd5F9elIu6Ba5zK-lEOI4Ac1yVYXPmijCbovLyT0GpBdn0Kpzk2KWFXL3JPo1xo_Q,69,26,18,False,False,False
DIAMOND,II,2Yrssy2JHEMhkMA3gCnqPshWKZVX-0vFuU_N-WBrPXTyvD7ueP_4xyuxQhhTyoUCyRao-bdpwSoxAA,70,68,45,False,False,False
DIAMOND,II,ADIlRATmsbWc3qUz6YvGjjpPoOnOyQQmbIvAiLBn0_sNw8giNL-7rCj8RN5i7Mk_2FkhqP3z46cGcQ,37,237,226,False,False,False
DIAMOND,II,pYim4RrQycWj_XudgI255GPVP2bTwSt6Gx3e_sV7H38sLCoCWfzRD5kuOZCiQrO_zddtSxvXdVkNJQ,75,195,186,False,False,False
DIAMOND,II,hzLfzhQMA-JVaai9PXjp__VBr9zVALHKsdSgexpejUppqQZhsmYZY-sy2ZQdHjxd4AtihOh7zDDdQw,75,86,75,False,False,False
DIAMOND,II,XEgDUIpdbn7O8AzoMOYr8VUnoTRv8bTMRf2QTBTuzWFsPRKVTS0f8TCEuV8u2mLgWCTx9_nh23p6jg,47,65,62,False,False,False
DIAMOND,II,b8IsAQ_UCswJ8v02sotA_jTByGWVQj--9OTtbWjNXonUxv2M-uvItF4eqP7yiqzW1B7OPQu5oaGx7A,14,123,116,False,False,True
DIAMOND,II,eXbCkPNM-IeUPJXraKIH_JFuPgYsT564ZZtglLpJRPhVqzko5BzNHl5zQpe7GyOJIdhG4ENBGN4sRA,75,30,24,False,False,False
DIAMOND,II,xwL26aqS26Zve1r9gN1CtuEzd8jgAYcLRjr9XY2_gXCJ7VpPSzyLf8YGdp7fccUz3GQYCoHfQLxQUQ,75,122,102,False,False,False
DIAMOND,II,2GPmShC8WJTS4Yof62vA8zNXiHd_PFSogZzju8ftkO19hYY_gLhXRwTCmylTPEbOPfIBc8XZ4uJv_g,75,159,169,False,False,False
DIAMOND,II,tx0UlxNcDZr7T2t3oz-ZefS484lpuAougxNfr_obK8vz2VLdaIOQOYNcJ906Lxkbup4ldPiQwv7WTg,75,154,122,False,False,False
DIAMOND,II,JAGxJRt7SRJ89c_RatC8G0zxe7rrPuW_nJ4ZgwvBSAAk4AU4RomK9Fgg5VLtKFKtK75jdUl577UWAQ,75,182,188,True,False,False
DIAMOND,II,58VV6us_Re0gp_JclJmLJ83qE6WNpo_PmhMjSXTg4LkwRWXs_TYW-5Xd9WEJUSnlClNWFf5DwUf-Ug,64,81,73,False,False,False
DIAMOND,II,Vqmhbm5fABNqKOMofPGle3OzbJrmXfq595wDr3cSlCmm142km64tI69QFdL2kftDk_WPuOhhq_z1cg,45,205,195,False,False,False
DIAMOND,II,YzuWmrymKJmuh2LlflRQmpnq_B8K5886z6dZbRPf-KxQBihPoXHWgKPiLrdZdQnZGv6ycL2fQo0jeA,75,140,119,False,False,False
DIAMOND,II,d7JVS5Wk_RzVPvk2DfNYBmRyQwQsquoorOup7UjouD35KYREFo0gANRH6_caYBePGddytt6mvWbarQ,6,109,122,False,False,False
DIAMOND,II,Z04jdwwAHg4hIeofS7ioGBf1u_vDUoTsBF1iSTGPYw2W53cFVa7iF24YgC0mSjJe7MWA-Btn4lx__w,86,108,77,False,False,False
DIAMOND,II,s7CmQsoSw5aQ8Oc0VBB10A0pYgBjUORrhDLiZyNIxfpOxKxl0V1NM6CUS0DAUwGZ-iE1JwgVj6jbJg,5,69,46,False,False,False
DIAMOND,II,wdm-rCJdZ_EpgTgVuWBFg9wRZQGuqgrCQ15M9a6qZG3aW4X3V3Nbjkj0T3NtXhxWi6MJafZdHt3bnQ,5,119,89,False,False,False
DIAMOND,II,a1he3P5-GKK8R1C_8GxRUVylmtSFfGSWJai8cnE6F3YqtajgovgUmYqcFlzP0N5WKYIwIrFC_MGGIg,24,295,282,False,False,False
DIAMOND,II,IQX6noTUaQjV975zJzIwtidW7lAaH-47jaP-aJ8IME9FpUS65iAGGKt6CwXBmSvVyWoJ8GmmNT93rw,40,77,35,False,False,False
DIAMOND,II,SsiCKqGInkpbxO_xh9jBhAE4aXTIOLTJd47hbEZaKRMbZ_VvjVk9zXP3pzqp_bxHYcSHfCyx-qTiPA,75,161,157,True,False,False
DIAMOND,II,l_2ZMuW_h1AluN92DtV9F_eAaAg1P1oQrC0nGK8tdyzKKcwLOfgwfEd1hkDFcfg3ziWF0eMYPA56cA,75,96,88,False,False,False
DIAMOND,II,pqFDm-8GL-Aqk2rLCd2Vr_IWNrtQnMj0eSDn5hFyaTD7r7IZGROQdN0UICDHX0NFlTaTEJ9jUxuaBA,98,66,73,False,False,False
DIAMOND,II,iG1HYJtl6bmNDgGB99ln8a7HqLhVc1Rs7kxgHyx0Rc--EFw14Dff-jhS0jxFyDNzMDedx8XM_9ljbg,16,81,97,False,False,False
DIAMOND,II,uqp9vBqFjNkTEZWunGEkICqCmv5LA7ZuHCRiPHDqgEBMrkwRl_NSi16QqfBUEZIixRyGUi_GqIS4cw,36,51,46,False,False,False
DIAMOND,II,oSEijPgotuXrcKHmlgUyPVC2jtt9NTwduP8GPkYgrjp0W9kZgSTBn1FECmP67U-20kdjXVsY3QfNGg,85,176,170,False,False,False
DIAMOND,II,krxQamNwcO9gJgaEuqB78_s2zIAZsrUyb2-I9zNTI4CdqTQTGr91Xs_dFk_AxLjXKMYwu6kb6LNPMQ,46,46,45,False,False,False
DIAMOND,II,wr_Lvl1bCtW_vKTyMYpnEQuLwTBcsig1wyurLHlk2WkZMmgEo_2YUCaB7AsrnE-qjLzSor2Em-HPFw,75,34,22,False,False,False
DIAMOND,II,K2tLyRPFV3USGlKUKAxdoE9tGtjOWjmr9GAqnDF4PHtLrg6SgFVAjtTR4UelwK95KOQlHLGmoY4PWQ,77,107,99,False,False,False
DIAMOND,II,jKxTSp4EKX1wh6ERxufqsQ-jU39FhETc3iKjutxANOK4xUxE2HWIMq8ylOqpcy-va8WbCfQA4JtEKw,75,64,58,False,False,False
DIAMOND,II,a0SiOgk7HKI-icM3PISE9Oq-bTsw-x7XtZO5Fdx8JumXT5es4J_haGFhLJc-n71xZk29GCzpBMFCeA,30,120,114,False,False,False
DIAMOND,II,6Nz5xTT9Eib1g56U2CuXpwMsAmPZ_RcWGxUih-5A23qOzaIIWv5_NAGkAgmeVdNBtNzBnvPBeU_HkQ,75,103,94,False,False,False
DIAMOND,II,Mvgwzk_EpePUoDevBWNY4WI26IfoEuiy0DM72oquICWFM_cYaS0Yxbnmh6aRtaF0ghAtm8Dgg943lw,75,48,47,False,False,False
DIAMOND,II,qzNWA4RIJIFnDH7QDbzqFQY8xHq5LlcrgTPTWKXgieUpTenMJONr9iFlfIKtsVkytS76WKJ4nS2ByQ,79,110,102,False,False,False
DIAMOND,II,DvuEp7Sw_XjL3Y2LM0rj5qwApRxAX5SLKYE40Y3-exebUwQH_K-ydUveLorC0tg1afoMVMcogeVOCw,17,62,49,False,False,False
