player,session_length,winrate
-wlJeanj9f21qvI9bJnhuI01aHAhMs3mAYFfIpf5BTcwZ-wMeX6HlYlKkuR2UiSd40p5AgAwn63Xyg,12,75.0
06Gj3nB0sr6aLsjQ9UToHMF6PVnJlD2LByZUvTJ97iPzhKpBHUyxNX9Y5_mdlMcUwlCN8MU10XCRQw,12,41.67
0AO5k0uGR2iM9HUyiVc6VDX8JCXVk7COHPRM4gT75ZKsU_ZJe1i1It7kY2GlBzL7p7cLY8Og7d3ENg,12,66.67
0AO5k0uGR2iM9HUyiVc6VDX8JCXVk7COHPRM4gT75ZKsU_ZJe1i1It7kY2GlBzL7p7cLY8Og7d3ENg,12,41.67
0kOqJx2pL3DBLp5wvdq2DLFeRfFpe1mkaX-jsrCEsTD2xU4Yc22RklAd1Z9d-4fne32OYao9qQCkag,12,83.33
0kOqJx2pL3DBLp5wvdq2DLFeRfFpe1mkaX-jsrCEsTD2xU4Yc22RklAd1Z9d-4fne32OYao9qQCkag,12,58.33
0kOqJx2pL3DBLp5wvdq2DLFeRfFpe1mkaX-jsrCEsTD2xU4Yc22RklAd1Z9d-4fne32OYao9qQCkag,12,75.0
0kOqJx2pL3DBLp5wvdq2DLFeRfFpe1mkaX-jsrCEsTD2xU4Yc22RklAd1Z9d-4fne32OYao9qQCkag,12,66.67
0KRNK8wrF9n-DPUHBJfv843Sjw5qxTxJ0ub3JWqgI65hj9LHjj1OO2DVzv53_lXUkDfOF1uankV1vg,12,58.33
0mJ2_-FccFNqvlRbFW_EuLBrz_fFEkTfpLHY64jqLPajnkprrzKoayNQfRUM12g5ZMSGJ02GGMi-rw,12,41.67
17HZqXlOk2ZHVJOnwUBXh-kmN8rJRFERRA7Bshovz2nvVQ3T9CZvnhDUpcuK8nPb2BaWDBZLqW-wiA,12,75.0
18YkLMS1lo1NN7eLfG63SiK1L0tXgBCqB48FLn4mu7cz69ortuECpKg0i91TH8Q6UF11sMDeqWIpAA,12,58.33
1QobhMpWQU6fhOa-P5LBbFdC9iu7h1RFxNUWev272ePogLj0ngBGQMclM4qaypKvHaFvdCvTPP0Y7g,12,25.0
1_28I3Kk3s8T8_S3AXXQPziOVP6Wu3FvFyxYch3YjXbE2oZUr1afZpUy9rRg74-v-KCjs2poiadPKA,12,33.33
2h9QZa76oGyjTyrKQ4XPQYOFiNuWq60dmaCmBkfRE3JcAW8AbigXD5Ogmo9xIViRSiCtgHdIsJ2WIw,12,33.33
2qqlr0gZWbS8gc1rjgz1m0gs-i-QQThiIivZPaKU1DY2xoVZbK534u59joxZ38th8yQPQY1NpPOotQ,12,41.67
3AlVkN2OzdxVMIDF70_LGCKTsJNyPggN9Fw9HztS-8-f2kOOxexr7LtVM9z_d_NMwDxj6K1V5ssVHg,12,50.0
3AlVkN2OzdxVMIDF70_LGCKTsJNyPggN9Fw9HztS-8-f2kOOxexr7LtVM9z_d_NMwDxj6K1V5ssVHg,12,66.67
3BTUjSyJjUlo33Ep9_rcZxua95oWtRKUeqOQ9rrB_tFxb17y0DzKuJWazjMRPS9fzmBw_2dmS6B2rQ,12,58.33
3Cfh8OOLGOLw0CetnL6u2l9s7wfuhqzV2P1bMzZTBYUrYOiDTqS7SIoXBvz0cQ8vzPruceEBhoA7_A,12,50.0
3Cjhl7nPiVVp16DmPabaaCRzT9Xrg9JxedOVb_qBFur5sKsYKFeiy7FFt2_aXcUhinR_PIYNJanSuA,12,41.67
3kL8kbdBNjio1RCqEGm57D_-VUY_Cnz-gf_cuNgGGs5IICNbaAAH4Ihfbkyu0lM2997QWNkcr4P9jQ,12,50.0
3zDUgdruZX8mXMG6PXV9qpUAulZXzxUo3rw5dVhBJr8yLryV6hqRx50jkSkfOsA-By-b81ETvSrUiw,12,33.33
4cn2OXFoeuUKFwV62NazpH7CTXejHXOcU3HtixpigF3CYsVA1LWe_VaoA4F7CltSm5VlA5ae4w9bAg,12,33.33
4GvgoeUNH0S_QWtHqt6AXel7zlGbDdj0mfvNmqET7DXAPcKhrtJO8U8D339TmdxG-AQCjT5xJA6mjQ,12,50.0
4qO7Ne2tTOwiGUkICkr80lhWs-jcqArq5Jj14lPuwaiOhl-Svdro3lIAkDYc_AapoBkT_U7ZynniDQ,12,33.33
4qO7Ne2tTOwiGUkICkr80lhWs-jcqArq5Jj14lPuwaiOhl-Svdro3lIAkDYc_AapoBkT_U7ZynniDQ,12,75.0
4qO7Ne2tTOwiGUkICkr80lhWs-jcqArq5Jj14lPuwaiOhl-Svdro3lIAkDYc_AapoBkT_U7ZynniDQ,12,50.0
4VEzFK9x-TFQUTwKAivGlh0FpiL-uKujJF0sCYrWATwEyCavghMlySv-u35xpIUuBm_lUrS3IJKNlw,12,91.67
527zCRoSEk2okAOAjPYMIbESySnLYBWYKGLTmWP6mJ3LBtZkfZLlXCNoViyitAabBVelNIjkHprDiQ,12,25.0
527zCRoSEk2okAOAjPYMIbESySnLYBWYKGLTmWP6mJ3LBtZkfZLlXCNoViyitAabBVelNIjkHprDiQ,12,66.67
5ikBxAzVtxWGNRiXSaoBW-LJgFqhSl52wtChILNo2NzfPp_m4tuyvMkpfyeaEHWGpzQ96uxC_PbEVw,12,50.0
5pnZ7xMwVh1yj02kgm5xSqVOWakFnBKxAE3aTS6te-j_C0yr-eSU9LUwnLJdR_b7p9aWky8T4pOHmg,12,50.0
5Tef-jke8A0YvE_hhRmo_JWvKa9iRYjsbDA71FKCq2hBJvgFlZ6GWt2YKHkd8tDogowo_xXik8UKaQ,12,0.0
5ujYY84xLTuJwV0qVmT2liRSYsibdLly6wqjjNMrxpXrzPYeHtzZocEGmY8f77dS2RmnfO9YwZe3Vw,12,41.67
5UMjE5zadvKKrPkw0QakRDjckgLWZX1xreKbjVDtmIhFogWRbDlELjO1UQSLCGV0KzsDdAnaHT0w2A,12,58.33
5VHbfstym59q39bSzavVgPZ6pgmOfuTINtD3tNhbAKHqOjwRjB2pT8pvnuM5pFLYeramme_VDTvRuQ,12,58.33
5YjMJWd9Veu5wvo2l_cn-V2Ulb5tnL0BQLwudGXYUnR0BWaY-1lUbzUWTlOPCe7tyJNVI1TjxOJDZw,12,16.67
5YjMJWd9Veu5wvo2l_cn-V2Ulb5tnL0BQLwudGXYUnR0BWaY-1lUbzUWTlOPCe7tyJNVI1TjxOJDZw,12,41.67
618Gfgh2rBBALeah3Y7SdRwxb29s4jJFr8n258Q_j-FRuj_41uUgpjFy-5AuuqaBJhoSacrbHE2vaA,12,66.67
618Gfgh2rBBALeah3Y7SdRwxb29s4jJFr8n258Q_j-FRuj_41uUgpjFy-5AuuqaBJhoSacrbHE2vaA,12,33.33
618Gfgh2rBBALeah3Y7SdRwxb29s4jJFr8n258Q_j-FRuj_41uUgpjFy-5AuuqaBJhoSacrbHE2vaA,12,33.33
67A6hlaxykIBbl4Wn5wT-9__WG2tVHIhCDUq5CpQ16VayGKiH-NXoB8VizyH7yPqABPaKzw0EjArKA,12,58.33
6cMgNQ_HPEFq8WKHORgt0fQHyoHMgklgh-Tiq66FRcDtvND_5Q9PsAqj56dLcAlvtk2TgbDpoJisaQ,12,41.67
6cMgNQ_HPEFq8WKHORgt0fQHyoHMgklgh-Tiq66FRcDtvND_5Q9PsAqj56dLcAlvtk2TgbDpoJisaQ,12,41.67
6cMgNQ_HPEFq8WKHORgt0fQHyoHMgklgh-Tiq66FRcDtvND_5Q9PsAqj56dLcAlvtk2TgbDpoJisaQ,12,58.33
6QDHP_YOdtJxnEsxSymbkKFS_oTo5dswvqQxiG6PiRCk8VKj6MRBvWkiBBO-UILNCCz3IJYT5FzzHw,12,41.67
6rw7-RHvyeaj8BIdQHSiFnnFyLozyq78gxZ6syAIurdNyMEJxo1FyFanQ1eSC81IykQYR_YOfDRVQQ,12,50.0
6rw7-RHvyeaj8BIdQHSiFnnFyLozyq78gxZ6syAIurdNyMEJxo1FyFanQ1eSC81IykQYR_YOfDRVQQ,12,41.67
6TShUk4kLbsBpyNggN9W0K_c9zCdr9rEMSc4rslvfu7Juk-Ex1nLE4JptNdrTi_mrcjZ3GbCllIfAA,12,41.67
6W_JfDKG0rxbjRj36aYIMsXgH20rQ59Dyf7hxdTAi-dk-SCNiEp9VH-MZPiqUHARTJLGDO8U6_uS3w,12,50.0
6zvzWhdIKD6UPdIvJpHPAKOn-1eGoOXntm5uECea2oV8bXgeuRIsQxXRbaFo_LKRCjbEKFy4WC85PQ,12,41.67
7dDVWIsJV_97hHsfwM-FVqAlMfpufNHA9UMQa74Y8uCTlo7-A_F90c74y_PEmrx9wmintsXlv2Ko6Q,12,66.67
7dDVWIsJV_97hHsfwM-FVqAlMfpufNHA9UMQa74Y8uCTlo7-A_F90c74y_PEmrx9wmintsXlv2Ko6Q,12,41.67
7dDVWIsJV_97hHsfwM-FVqAlMfpufNHA9UMQa74Y8uCTlo7-A_F90c74y_PEmrx9wmintsXlv2Ko6Q,12,66.67
84-bhiya5oYLMvKdHCGFuRcRgHWxs8dnp9EPWsXpUNl5i1egZ7XUs5ai5F8xnKnwXV1P3gt93THRZg,12,50.0
8AWUhan-RZSlmza6jJM0bt5Glv2k6rIuGDYBCk-hQRcP0zzS99jhcSeRm_oqfb-BATcFGpb1CXx26w,12,33.33
8ELCMmMQwo6eyAmeKKHpDewxMxkLexBTO9pxDVnv7XAW4SWOHfA2HKWhjnhVy1wZVQNIMq8-tFTHdg,12,66.67
8fePQLwWqisyRLpymmE51-e7qTckpWwcNpDP1U0uaMjOUNRH5eVAwICLvTW4G5-5c85scYZjjOf3Kw,12,58.33
8ONUfc09xHm4QNOR8MLoyS-YebR4Rrr_qs3wnv_0XfZYbtaCVVSTml4SBGj0O_bz4hXg4UQS13fJ2A,12,66.67
8zcDkDYYvWiE7gL2N5n-xRN8zE9U1UJ1tO2pj_kHj2717JOPOQijRUJkNsIr1XhBJfhqBlVbo3t0Ow,12,41.67
9f78MhRHXIp4tEborGBW8ehuvyFo4ppFZHHO7glL__bjZxhGCcYtNtBY8-J6ilK9hF6vnBPwbD7Ecg,12,58.33
9q1gX_u59sC-v-J6olqFy17Hyuv8e5iHygAGyUsN00JHtutTjaosrq8-Eo3tw686CwLW4KVLvLNY0A,12,66.67
9vZCt5_t5Sb3jh-T7zo8rMjx3_QvtMTqPlSG5ibjX9wVPt494hBOSoKNuURvd701CqVKS9_6SFm7Sg,12,41.67
A13b1Zj0m6IRGmk4p_9hxieYqbxbISo8qmMWfj8mjJbrKgJoy563aDp4-pPD_UJRh5jEZvSo36Z9fA,12,66.67
AAj61Q3LhyuUxzjoV62RVwUYg9sZ4DmVsA9BGLRPbfP0UIDEwu_nY8dVhDkVb-QdybXM3k6FYRX5_g,12,25.0
