player,session_length,winrate
0csI8T4SpmfIy-5s9pmU5QT3KTm-Dfe_zHP9Rc-qV7kxaGdy3b73r6Bi6LlTA39coQY3IuhyL9K55A,17,41.18
0csI8T4SpmfIy-5s9pmU5QT3KTm-Dfe_zHP9Rc-qV7kxaGdy3b73r6Bi6LlTA39coQY3IuhyL9K55A,17,64.71
0csI8T4SpmfIy-5s9pmU5QT3KTm-Dfe_zHP9Rc-qV7kxaGdy3b73r6Bi6LlTA39coQY3IuhyL9K55A,17,47.06
0Shhe8yxLKi59L6_5ZJtGUMTc3RrQ8R9FGLZ5WxHMwsbafV6QSV_6PH1nq73RToHhcVO8mvQi3bQFg,17,52.94
2dOsoEShAIftQAyobnVJM8F5t2cIdw4oCvt_c_lUhN1tJtT2TDC5JTxTpiOT8Sd0hZNtfwBfAUthkw,17,41.18
2u7JB5wVVfuUtOCgbiVSIzE_yBWkYwOxcWX225FfPWzAZUQQNkerwv3fnyNY9woLc_pvolrgDzNrdQ,17,47.06
3BTUjSyJjUlo33Ep9_rcZxua95oWtRKUeqOQ9rrB_tFxb17y0DzKuJWazjMRPS9fzmBw_2dmS6B2rQ,17,58.82
3jetPpnJDLY7r91qpA903M7TGqma8-UmX67d9AEQLpyitz7DejmMjyWh75173Qguul9qyZYrC698fg,17,82.35
3kL8kbdBNjio1RCqEGm57D_-VUY_Cnz-gf_cuNgGGs5IICNbaAAH4Ihfbkyu0lM2997QWNkcr4P9jQ,17,52.94
4ubcAkMrriBw5skBuBYUUYToPsrE_Ba0rmRAPiK5lOeSLnQvnB6nXo4GPElCib69JCKLJHTxJw6rCg,17,47.06
AAj61Q3LhyuUxzjoV62RVwUYg9sZ4DmVsA9BGLRPbfP0UIDEwu_nY8dVhDkVb-QdybXM3k6FYRX5_g,17,41.18
aJuM4FT6NaL-vWr4Oo8oTL84MNymy9Aqg6w1cA6i7Mkn9SVde1YYw-i_i7gEEyvu7bRVHZkm2bfaFA,17,41.18
B73n_n9FpCurHeNykMlcYaWyaOgTraMDygfCaKE9kXyQiO2tYqS--gMmhOrhNyKtL4ldvvNhtx3xpQ,17,41.18
bYBMCnq0S1TTfskH7yJ_araZfO4uhgHg54rnNe6Xx3CiOyV8l-uYw3jAmG4VXgS8JDA5IAZSMuqv4Q,17,64.71
bzEvQgTeNESYH7PRuDZguF96CWI--sVDHCkxdaMMLJPb96thgFJ7nuZDCrQUezACS6FjidztRlatyw,17,52.94
CCC7pfnPyPYNwv2C_OlfV7-wobymGYjApeEE96qFPeq62ko-yMTIZFptQNuQJm8xwHU4q5mBO2a7cg,17,41.18
e-4p-trqshbDm-UKVn6fO195YKzO91zpjI-NR0Nfv-ZHggx_kXjBsYgg_qQUoA2khVJfqLW9OJPTPQ,17,23.53
e-4p-trqshbDm-UKVn6fO195YKzO91zpjI-NR0Nfv-ZHggx_kXjBsYgg_qQUoA2khVJfqLW9OJPTPQ,17,58.82
e-4p-trqshbDm-UKVn6fO195YKzO91zpjI-NR0Nfv-ZHggx_kXjBsYgg_qQUoA2khVJfqLW9OJPTPQ,17,52.94
EHYueHyqUmL07eEpDfbc1zdYNEVd357m4h3Jpu3InJGSTkeD85kJYi0Zj6jDe6LCR6G7m0Wo-Q250g,17,41.18
EHYueHyqUmL07eEpDfbc1zdYNEVd357m4h3Jpu3InJGSTkeD85kJYi0Zj6jDe6LCR6G7m0Wo-Q250g,17,41.18
EHYueHyqUmL07eEpDfbc1zdYNEVd357m4h3Jpu3InJGSTkeD85kJYi0Zj6jDe6LCR6G7m0Wo-Q250g,17,64.71
f4d8lMWY5tq6CoMFjLJThRmZdQ4YdWDLarL4BGOcbjnrprHMrP1xHsjxJBhWxB40lYE1zW5KYK-xmw,17,52.94
FOwvPZs3byFppun5z8TziIhXur-f4aGtcsPznKNZzzq9nX0c_y6Q7Zvx0OaCBl7j8rQQdhL8HvtBHA,17,70.59
FUkZ9M4nZJJT9oZY_8UCtWAqmH8rBRAt7ATubDftPIFaIwYiZEF6UPK5dLvdthpW7tRX5YKSrgj9bQ,17,58.82
fV3GbKUIvjE4wkOoe4iUUirR6fWV1IFrZf6yqocjKwpm1MAQm2hC7gGhkyd2olvmQm-mcVp8xm-wDQ,17,58.82
G527mAghn2ebyh3pH1dY_e9mZSvjWjUnc_p0t1_FH6UK_-0Dc_PG94wT1Dx5JUMjYUPo0UGft007OA,17,52.94
HE8ux1Blf9yt7nPR1MpEyP7d4SaXhGcI8MfPEDDHyTRHKlUubRYv_cbbZxBlJ57dU2ZUSjvhxsbXfg,17,47.06
hlmxz2ibdOOjkVaUlB6UhbgXnS8OnSPBGSKDxRFuE_8ygFpdFNd2c47vavsNCjeY3YaimZZhmjV16w,17,47.06
HN1DGdBuIUrqoa0czQb8wNPRjluQr3a6fGlW07cCNo8HlIh_rbksUIqHPoHaQVv2v1y_7w9BTUPc0A,17,58.82
I4s-_efv642VfLn8BCzhKbQsuNAr2b5fOf4rx8IjBxU68Obe3Tf_pHU0BEPtqvuF1rBpaJTFRS-NJw,17,35.29
IfpfwJH0YgpuEIMczN72zdANVo4DRMVptnuYcc3HQJM1uDyZsvBNuw2M1HGeet1q_Dblxoe5CmZSvw,17,58.82
imwVQnzLPWtE2SG2Fn_oEnZEd2XPRNKaS1yEVS000kTiy-5pi0iiPN27bl2n49gtwe9KpN4G6E5-sQ,17,58.82
j1WEfeXfnBApX30yQx8PKOiv2VQqsX-koAV_Mp1CgeS2a8K0-L_bCrZyp1LEVBg1tQOe-T3XI_GMYw,17,58.82
Kl8A3sEverab0fwWEcg6i8zPlp3bL1r9TFu6RIRxk3ibIEp3SD1UHCI2r4mIq9eqEhJkCVG6s3GgNA,17,41.18
KlWhB03NWpHV8Tbd-QmyiG3hTX81cA0hf-mfZonpmBY37FITYt3T9A6vhDt3WKXpuXbjzN9qYMDxJw,17,41.18
L765jUrS-ICtfh5BPsgMqh17i8evgJLQwXxK2Qly0jGE7xBy2-ncRm39A6-DbfvHfjuyAm3OQwlyxQ,17,35.29
lr0Iy98SxeAOAxKd6JV6dLwCKrQmEvuYv_chd9zzYlAh2Xw_8REPYjq4Uw3EIehqZOXsyJHewe4edg,17,58.82
mSeC2gTqS4ADKg2AqW_65WOZ0xi5IYCw_Hy6yoHi2eC5DsG2LoLZlimuPJ5VS2iMrx9uscCqLVZfCg,17,52.94
m_y-OxIyCL2THcTt_7ZrwL-3N8HEpyc8OoXFr-GrzXDWO8246Rc-24oXykC2GdrY8ZTUm7YDdonRqA,17,47.06
N8I2UGrnbTVBr3ym5dK8tHnfd8gLagWTr9pO1u8-us5ZNA7wOrLdyjCI52Sa30tq_b0TNW2ITFammA,17,47.06
nDXsy7n7AQRg1tToAcL-2WeJnLCd3tcNws9ysLCdjox3huh4-axFseCGJXWiXjepcgVeU5QNOfgtEA,17,35.29
n_3vxbk68Cdq97ZBILjxwUjXb9lRs6nr8RoUkJ6-uBEyqNjmDVxShCfEx2INXEI2wbX52l06FmWaTQ,17,64.71
ourV1-7f40YuzQYRn77kWveUj2rZ0bDnXyzhaVwxBI-3n4OptemQWM7KSWUDazqX5wroq2t0H21big,17,52.94
OXMzRlqiWoEBRD08HlsPYCYGHGtPB9Q4fNW7wGLz5MFPVVLHKBPyjClX-R2kXmAN6DBMEx6DxDWkgg,17,41.18
oy4RZUMSiL1SdjrVLM3ttTidnjBppdFwE8D_Yh6F1qYKBkbdRuoIWPAplE7WWGNSj6WnCyohBEiEuw,17,64.71
PgSpq9pooE0n1Ls2E32-u5FWnJ5p20nn0WCrz8N55FacwnDQ_s3OHUIQAPvTLJtR0QfasysipIbRuA,17,58.82
PwCmWwi2iqq9PIKWlJ184fzqwVEgiyiH1khQgDijdyPYDVFs9FxzUQXv2F0eKdp7DzoyLV7tpl5xiQ,17,41.18
q5A83m8w457AxsT1PZzws8NuIi43IecaPHywAhXIrIGBtEtODWVc6tGgJp-oJ-4Hxuaxg7LMrkblzA,17,41.18
QG7U1eMZ8-RIecdHK0WMPbI3ONMTVK0YWi8p49dEAF4e-hVqubEAQ3iDC4G8j1vMHH6oaTETK1y_uA,17,70.59
qKUhg0XjnwPXvfR2zoja4O_nDGe3ZHB3wn0Pvl5_QZVLfGbaQKVie-KIaW_ji_trseKeVsFY8X8LsQ,17,47.06
quuncA6GyBRxYm5FKP7Ee0gRPq_41kVfkfMGAh7Ral-bSI7M9Rw9W92uN4yqgqaLCPehMOiCKig2PA,17,47.06
QvyrrwwsZ4x1X77_L3-etygw6_QYD8y-WfF8hGMD7Xmzd9xNeByW-BQz3-Z4lY-2KTXoxD5uC6htkg,17,82.35
r34QlNlecxjH7wfqhxGYcPe5Bi02MoeqJVxKZyJBRDWH23_zYS1u-zofaFa3rX09XMbNtDrKwvnL_w,17,23.53
re6PAsqzEVBwguVVrXGQoxM16MDjKFNqVDCfra-TQ7XDDVqTAGa0lu7u-FwBLTd-iA774yfl9CMS_Q,17,52.94
rjAXld6sflwSetOAoGi2UfdvCK15Q0D2dPeGmpqapYg3Hpwai8LbjC-ASYFfBzPXCi_APMpE9GD2Sg,17,35.29
S0mpgUtF108cX3JGBUz3CrxZJU5U5z6_t10aHPmBBAmKsLzDfhErigx5r8BbsF7QCeUtzlTKEok2wQ,17,47.06
S9LYAHj9jsdGw-9ok7l3XXYZRkxtKDR5BKSIRlIYWJ-HSz-OavL-SgfvdJz79HUhaIIAqgEpR0bcoQ,17,82.35
SbrxK-kG6NReXWaMKEmOW4gAyTt1J5Sq_F9j-wAjTA1W20eXYpVRZCfawqvxkjuApmFDHA_DRkEXrw,17,64.71
SCBHmGQvKC7kObCDEZ7aqZ4H4O2XbS6FSzdeca7yQrxaV0IWygPY5oGd8QOWGhcB6JTgSHv8Q_DsxA,17,70.59
sd6mFXIXdUW_4eXvSqR_g4XSTgHlmN0Q8bqbe-xLc5JQDI3mZKNkqy9JI4-gj_8iupGEQ0o8G9ggGQ,17,70.59
SW0rirn68GGZNSs1pEGEeGozHuWDh__x8OrsYH6FITY42bfb_buapJlW9FPdzsE_i2HHHYW2OZeu-Q,17,47.06
SW0rirn68GGZNSs1pEGEeGozHuWDh__x8OrsYH6FITY42bfb_buapJlW9FPdzsE_i2HHHYW2OZeu-Q,17,58.82
sW1gGAuwBNlSYndxGuu-_9m1DzrxvdLFu6NwITEvY7FQwLYNhgUYv_qSzcfRkbysMdZd5Y6ikmBR-w,17,58.82
TcyEum3GmAIoBs7pd3-isndAPDmACL204y0kdkDRL4VosCaqksebad3dRTAjSWFbbz1e_XZo50Y-RQ,17,47.06
Ttth7UsrLufqtCv-dkmBs1Q_csSxgXDUIPZEviIC1CH1K3ntaoN7G1uCPgzr5xpf9YDf9GlhMxNS_A,17,52.94
u5DFGusWtv87QA3PWr_U0UrR8VEg811BMlNEkRUEVtwgUjMetM3fg40aP2XjQAcXxSYN-bpD_Ogyaw,17,58.82
UAtNY8OVVJkmK0nHZbOecSHUj1GFN3WP7POHbQvX6h2-jZA4V1s1ixRFVA0VTx6v-_TO-Y7oX1iJ9g,17,47.06
uW8Bc328CavjRlEowpozsdEVxoVczN-0NzaY_3yOs3VqgRjDjsBMgdmYCu-p1HD3X3NrKXhpO79_ZQ,17,52.94
VEK7ckKxiR7wrBXXw7fga_SAWthCQgiKO0e-gDXNAVhi2m5bdspBztj6veBGLVqJ6A6yxEmMDchLyw,17,35.29
WEz5ZhET5Z33UNIP22tC4jrt9_OR0WyID4blN8394MiF6RGDn0-TAZfoIKTjTf9lepU1vk2YaRqLiQ,17,41.18
WRXzjfT69EFnmEi6tgbyvfALpZ1xGoJDGJsQKobcX6K7jRvr1nHeKNsfSzm4hDQifBpkeMDB4st0kg,17,35.29
WRXzjfT69EFnmEi6tgbyvfALpZ1xGoJDGJsQKobcX6K7jRvr1nHeKNsfSzm4hDQifBpkeMDB4st0kg,17,52.94
x9m7sOUQOwYEUNaTlBdiJ0TAtA_7pRPHjpr8M30CBP6gHaTgfjjL57a7Z3XpiOAa46YVB6_uJgAdHw,17,64.71
xD7_qeulxMk9J3gKJNj75Rbd2V55We6B0PvXWs72ztUF7vTgZrW7dqd_AQUdCVad2z2-qluymE9W6A,17,52.94
xGvYMBtQZMBx2RCsh14YomvlVzQVT7r-MtGks6bkSrMe8a44VDt2qW79ivghgewcilvz4_k17viJqQ,17,47.06
XQHAjrALZs00PCfjL2WOhVZgQt1CRlirkLJz5O92Q3yQEcQzVMxBxZcdeNZP_F3YNpj0J8fwSWMzjg,17,58.82
XQJUcxebAOvPcuCaImfCx-b_sNCK14utEn2gTQGdOYey3NA3jhdAWjUYHnT9VsP63HpKnXMheO6KDA,17,58.82
Yk9dsbUkscEJkShK3VwAp2WdPmBaIHdIPewzaEcURC88AatNEzVy6zH3K7HB9nRZW_35NZMhK2mlag,17,41.18
ysNGxBM4_WGPhl_4dusEQXfDzUiFHrDCN795Lmwz6WqxIPArPD-r_Sk_WAsVwzCV8qUmdj0PQPhi4w,17,58.82
Z6f5Su050PQraqF3QJ3cuRn3yCMAiyO3NA8dP6Z70RABLKZEXh0kMNEZLCetUa22ElazpdOwO-q94w,17,41.18
ZMtKYJJEuLPsvuPZt8KvClc9p8Kz8KyI6xDRt-ivJciW4qeqbOeaKFjVGS2zZieSmEOvsnmj6sU8qA,17,29.41
zXed3b2DNtDvcLfW7esQMHJsztuYk_ksBF_i9BPUIbpFAg0TGASBlQh4EBWvvid8TyaLx24XFGfmhA,17,58.82
_gxfgV2jB8Ccjy2WQhYj2Xh1p-5-Z7_PNUy0DeXp9kjnyYmn6RniZQyHJFVDJ_LuWdPuDZ8EzdqvVg,17,64.71
