player,session_length,winrate
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,0.0
-1upQPCEw7J4HB1n2uDVGp4hn4wC0G28Ytl0ZYTeBa-WIrLUXycmu3SdrVcAyaHY8FpIrlnUoR_Pkw,1,100.0
-6GLBlTl-DMAIwOMSt6UQkqeVIcmeIvFaIsvuQLoFNwbSbWNjx2Ck819TeQiTLz0eLlVnviQOZ-LVg,1,0.0
-6GLBlTl-DMAIwOMSt6UQkqeVIcmeIvFaIsvuQLoFNwbSbWNjx2Ck819TeQiTLz0eLlVnviQOZ-LVg,1,100.0
-6GLBlTl-DMAIwOMSt6UQkqeVIcmeIvFaIsvuQLoFNwbSbWNjx2Ck819TeQiTLz0eLlVnviQOZ-LVg,1,100.0
-6GLBlTl-DMAIwOMSt6UQkqeVIcmeIvFaIsvuQLoFNwbSbWNjx2Ck819TeQiTLz0eLlVnviQOZ-LVg,1,100.0
-6GLBlTl-DMAIwOMSt6UQkqeVIcmeIvFaIsvuQLoFNwbSbWNjx2Ck819TeQiTLz0eLlVnviQOZ-LVg,1,100.0
-6GLBlTl-DMAIwOMSt6UQkqeVIcmeIvFaIsvuQLoFNwbSbWNjx2Ck819TeQiTLz0eLlVnviQOZ-LVg,1,0.0
