match_id,puuid,game_start_timestamp,game_end_timestamp,game_duration_sec,win,champion_played,kills,deaths,assists,game_end_datetime
EUW1_7800574636,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774622398127,1774623912565,1514,True,Kayle,9,1,10,2026-03-27 15:05:12.565
EUW1_7800527473,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774619734955,1774621476561,1741,True,Darius,11,3,3,2026-03-27 14:24:36.561
EUW1_7800481169,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774617030667,1774619411555,2381,False,Darius,4,5,5,2026-03-27 13:50:11.555
EUW1_7800433618,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774613332802,1774615161926,1829,True,Jax,8,3,2,2026-03-27 12:39:21.926
EUW1_7800388486,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774610037559,1774611869625,1832,True,Darius,14,0,2,2026-03-27 11:44:29.625
EUW1_7800359715,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774607659233,1774609503533,1844,False,Veigar,5,1,4,2026-03-27 11:05:03.533
EUW1_7800329543,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774604786207,1774606374591,1588,False,Kayle,5,4,0,2026-03-27 10:12:54.591
EUW1_7799445265,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774542120223,1774543344817,1224,True,Darius,4,3,3,2026-03-26 16:42:24.817
EUW1_7799391080,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774539146981,1774541132229,1985,False,Darius,5,3,4,2026-03-26 16:05:32.229
EUW1_7799360821,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774537214134,1774538676411,1462,True,Darius,7,2,5,2026-03-26 15:24:36.411
EUW1_7799320910,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774534887189,1774536318732,1431,True,Darius,9,2,7,2026-03-26 14:45:18.732
EUW1_7799263393,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774531479018,1774533965613,2486,True,Gnar,2,4,7,2026-03-26 14:06:05.613
EUW1_7799232212,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774529046355,1774530559600,1513,True,Veigar,3,4,3,2026-03-26 13:09:19.600
EUW1_7799210494,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774526951215,1774527875254,924,True,Darius,7,1,1,2026-03-26 12:24:35.254
EUW1_7799164834,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774523677103,1774525216708,1539,True,Yorick,1,1,11,2026-03-26 11:40:16.708
EUW1_7799133644,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774520888422,1774522560938,1672,True,Kayle,7,1,7,2026-03-26 10:56:00.938
EUW1_7799109584,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774518381709,1774519847888,1466,False,Darius,7,1,5,2026-03-26 10:10:47.888
EUW1_7798273860,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774454817290,1774456636308,1819,True,Darius,18,2,7,2026-03-25 16:37:16.308
EUW1_7798219709,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774452152356,1774454063737,1911,False,Darius,7,2,3,2026-03-25 15:54:23.737
EUW1_7798147421,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774448568996,1774450077894,1509,False,Jax,3,4,1,2026-03-25 14:47:57.894
EUW1_7798127689,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774446952007,1774448278771,1327,True,Darius,7,1,2,2026-03-25 14:17:58.771
EUW1_7798091655,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774444692961,1774446362539,1669,True,Darius,9,3,4,2026-03-25 13:46:02.539
EUW1_7796705175,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774365409701,1774366782706,1373,True,Darius,8,1,1,2026-03-24 15:39:42.706
EUW1_7796660802,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774363517197,1774365143500,1626,True,Jax,8,4,7,2026-03-24 15:12:23.500
EUW1_7796618242,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774361864213,1774363047373,1183,True,Jax,4,0,4,2026-03-24 14:37:27.373
EUW1_7796563269,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774359499070,1774361083274,1584,True,Veigar,5,3,7,2026-03-24 14:04:43.274
EUW1_7796504274,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774356869247,1774358312564,1443,False,Kayle,0,3,1,2026-03-24 13:18:32.564
EUW1_7796444060,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774354003116,1774355925668,1922,False,Kayle,13,3,4,2026-03-24 12:38:45.668
EUW1_7796408448,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774352530612,1774353450079,919,True,Kayle,1,0,0,2026-03-24 11:57:30.079
EUW1_7796368483,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774350051121,1774352073922,2023,False,DrMundo,4,6,3,2026-03-24 11:34:33.922
EUW1_7796304206,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774347038773,1774349214869,2176,True,Darius,15,5,8,2026-03-24 10:46:54.869
EUW1_7795018181,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774282334766,1774284463457,2129,False,Kayle,5,4,2,2026-03-23 16:47:43.457
EUW1_7794953233,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774279953190,1774281368514,1415,True,Jax,6,4,1,2026-03-23 15:56:08.514
EUW1_7794921151,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774278612798,1774279716177,1103,False,Kayle,0,4,0,2026-03-23 15:28:36.177
EUW1_7794855675,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774275787534,1774277673013,1885,False,Kayle,8,5,9,2026-03-23 14:54:33.013
EUW1_7794799963,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774273721826,1774275187939,1466,True,Darius,10,2,9,2026-03-23 14:13:07.939
EUW1_7794708498,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774269460189,1774271567570,2107,True,Darius,8,4,3,2026-03-23 13:12:47.570
EUW1_7794640602,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774266463209,1774268377103,1914,True,Darius,9,2,5,2026-03-23 12:19:37.103
EUW1_7793994917,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774219939375,1774221610907,1671,True,Darius,7,3,2,2026-03-22 23:20:10.907
EUW1_7793109414,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774193979373,1774195640643,1661,False,Kayle,5,4,3,2026-03-22 16:07:20.643
EUW1_7793039747,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774191362915,1774193548677,2186,True,Kayle,9,3,11,2026-03-22 15:32:28.677
EUW1_7792956274,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774188338744,1774190082100,1743,False,Darius,5,2,7,2026-03-22 14:34:42.100
EUW1_7792898625,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774186028685,1774187837193,1808,False,Veigar,8,6,1,2026-03-22 13:57:17.193
EUW1_7792850628,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774184039977,1774185494174,1454,False,Darius,3,5,2,2026-03-22 13:18:14.174
EUW1_7792797398,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774182210972,1774183602668,1392,False,Vayne,0,4,2,2026-03-22 12:46:42.668
EUW1_7792739715,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774179579577,1774181338939,1759,False,Kayle,2,4,1,2026-03-22 12:08:58.939
EUW1_7792677393,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774176462805,1774178728587,2266,False,Darius,14,3,2,2026-03-22 11:25:28.587
EUW1_7792629662,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774172959557,1774176010824,3051,True,Darius,13,4,10,2026-03-22 10:40:10.824
EUW1_7791255517,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774107422065,1774109477275,2055,False,Darius,16,5,3,2026-03-21 16:11:17.275
EUW1_7791181785,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774104848200,1774106772213,1924,True,Kayle,14,3,3,2026-03-21 15:26:12.213
EUW1_7791109043,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774102308641,1774104441959,2133,False,Kayle,12,4,5,2026-03-21 14:47:21.959
EUW1_7791057902,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774100350625,1774101975753,1625,True,Jax,5,3,6,2026-03-21 14:06:15.753
EUW1_7790990835,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774097615894,1774099379168,1763,True,Veigar,2,5,8,2026-03-21 13:22:59.168
EUW1_7790931104,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774095199191,1774097094379,1895,True,Darius,14,0,3,2026-03-21 12:44:54.379
EUW1_7790883677,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774092988482,1774094723058,1734,False,Darius,4,6,1,2026-03-21 12:05:23.058
EUW1_7790840047,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774091152118,1774092320407,1168,True,Darius,9,1,2,2026-03-21 11:25:20.407
EUW1_7790802428,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774089228615,1774090372127,1143,True,Kayle,1,1,2,2026-03-21 10:52:52.127
EUW1_7789312007,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774015571214,1774017535583,1964,False,Veigar,7,7,9,2026-03-20 14:38:55.583
EUW1_7789246975,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774012457626,1774014157304,1699,False,Kayle,5,7,9,2026-03-20 13:42:37.304
EUW1_7789193826,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774009803229,1774011607886,1804,True,Vayne,8,2,9,2026-03-20 13:00:07.886
EUW1_7789133928,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774007017855,1774008666360,1648,True,Darius,6,0,6,2026-03-20 12:11:06.360
EUW1_7789075910,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774004111181,1774005923130,1812,False,Kassadin,1,6,6,2026-03-20 11:25:23.130
EUW1_7789017255,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1774001286049,1774002821031,1535,False,Darius,5,7,3,2026-03-20 10:33:41.031
EUW1_7788965834,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773998300566,1774000158216,1858,False,Kayle,5,7,7,2026-03-20 09:49:18.216
EUW1_7788002817,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773940467852,1773942086132,1618,False,Veigar,3,4,3,2026-03-19 17:41:26.132
EUW1_7787928213,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773937739845,1773939435818,1696,True,DrMundo,4,2,4,2026-03-19 16:57:15.818
EUW1_7787873437,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773935467165,1773937315245,1848,True,Darius,10,1,5,2026-03-19 16:21:55.245
EUW1_7787807891,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773932351664,1773934833803,2482,True,Darius,7,12,10,2026-03-19 15:40:33.803
EUW1_7787783543,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773930985429,1773931939973,954,True,Kayle,0,1,0,2026-03-19 14:52:19.973
EUW1_7787723613,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773928055681,1773929768882,1713,False,Kayle,4,3,4,2026-03-19 14:16:08.882
EUW1_7787669557,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773925217027,1773926980569,1763,True,Kayle,7,0,5,2026-03-19 13:29:40.569
EUW1_7787628067,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773923120859,1773924887760,1767,False,Kayle,5,5,6,2026-03-19 12:54:47.760
EUW1_7787584561,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773920155012,1773921940774,1786,True,Darius,16,1,2,2026-03-19 12:05:40.774
EUW1_7787540277,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773917534757,1773918990855,1456,False,Olaf,3,6,2,2026-03-19 11:16:30.855
EUW1_7787502767,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773914302730,1773916211998,1909,False,Darius,6,4,4,2026-03-19 10:30:11.998
EUW1_7787469262,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773911833893,1773913082274,1248,True,Kayle,6,1,4,2026-03-19 09:38:02.274
EUW1_7786173260,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773848849210,1773850944556,2095,True,Kayle,7,3,8,2026-03-18 16:22:24.556
EUW1_7786101798,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773845846995,1773847554910,1708,True,Kayle,7,3,3,2026-03-18 15:25:54.910
EUW1_7786048875,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773843622862,1773845232633,1610,True,Kayle,5,2,3,2026-03-18 14:47:12.633
EUW1_7785972983,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773840137156,1773842024938,1888,False,Darius,2,5,1,2026-03-18 13:53:44.938
EUW1_7785885138,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773835726964,1773837723573,1996,True,Kayle,8,4,6,2026-03-18 12:42:03.573
EUW1_7785844068,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773833189223,1773835283301,2094,True,Darius,7,2,7,2026-03-18 12:01:23.301
EUW1_7785817208,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773831018666,1773832761477,1743,False,Darius,0,7,6,2026-03-18 11:19:21.477
EUW1_7785763871,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773826211783,1773827813310,1601,True,Kayle,4,1,8,2026-03-18 09:56:53.310
EUW1_7784721293,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773768213283,1773769978531,1765,True,Veigar,10,2,7,2026-03-17 17:52:58.531
EUW1_7784646152,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773765404807,1773767828673,2424,True,Kayle,9,1,8,2026-03-17 17:17:08.673
EUW1_7784570471,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773762158927,1773763557771,1399,True,Darius,7,2,2,2026-03-17 16:05:57.771
EUW1_7784500267,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773759508371,1773761649785,2141,True,Kayle,19,6,5,2026-03-17 15:34:09.785
EUW1_7784398293,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773754947120,1773758033910,3087,True,Darius,7,8,10,2026-03-17 14:33:53.910
EUW1_7784344790,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773752144573,1773753939341,1795,False,Darius,11,8,2,2026-03-17 13:25:39.341
EUW1_7784299833,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773749661472,1773750777499,1116,True,Darius,6,3,2,2026-03-17 12:32:57.499
EUW1_7784254088,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773747006682,1773748640552,1634,False,Kayle,4,6,1,2026-03-17 11:57:20.552
EUW1_7784231467,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773745245984,1773746634726,1389,False,Darius,2,7,1,2026-03-17 11:23:54.726
EUW1_7784196457,9QU1RJrTmcqoiJUFdKJ_EFqDeJXJj3cNbTKOQt4m1zMwEZMG0-PJSggQQVD6-_Qf8Jif9sCv4NXC7A,1773742798495,1773744525966,1727,True,Darius,7,9,2,2026-03-17 10:48:45.966
